step,continuous_action,discrete_action,reward,pnl,portfolio_value,position,position_change,pnl_component,pnl_unclipped,inactivity_penalty,opportunity_penalty,trade_bonus,total_reward
2715,-0.09572792053222656,0,-0.03,0.0,137351.2289950435,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2716,-0.08851736783981323,0,-0.03,0.0,137270.36968066316,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2717,-0.3049226999282837,0,-0.03,0.0,137155.8562349994,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2718,0.002803325653076172,0,-0.03,0.0,137232.5514240829,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2719,0.005942225456237793,0,-0.03,0.0,137216.56541764663,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2720,-0.2006092071533203,0,-0.03,0.0,136963.68302885574,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2721,-0.2943534255027771,0,-0.03,0.0,137029.2503576826,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2722,-0.1386381983757019,0,-0.03,0.0,137166.49004649196,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2723,-0.24359822273254395,0,-0.03,0.0,136974.6697323226,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2724,-0.019950449466705322,0,-0.03,0.0,136720.22285577896,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2725,-0.15113157033920288,0,-0.03,0.0,136719.74057008073,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2726,-0.15985339879989624,0,-0.03,0.0,136588.34712497913,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2727,-0.2269827127456665,0,-0.03,0.0,136413.90085901166,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2728,-0.1858566403388977,0,-0.03,0.0,136510.5814969069,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2729,-0.33805763721466064,2,0.0,0.0,136573.72563417687,-0.023526131620697888,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2730,-0.2236330509185791,0,-0.01,0.0,136413.64207156384,-0.023526131620697888,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
2731,-0.32020890712738037,0,-0.02,0.0,136194.2373680692,-0.023526131620697888,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
2732,-0.22139811515808105,0,-0.03,0.0,136120.8240743468,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2733,-0.2558225393295288,0,-0.03,0.0,136235.64335972164,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2734,-0.1056675910949707,0,-0.03,0.0,135976.55007218287,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2735,-0.14002513885498047,0,-0.03,0.0,136045.9168712665,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2736,0.007221341133117676,0,-0.03,0.0,136089.675476081,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2737,-0.3503583073616028,2,0.0,0.0,136044.9875890675,-0.023526131620697888,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2738,-0.02612084150314331,0,-0.01,0.0,135842.05117770736,-0.023526131620697888,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
2739,-0.2001279592514038,0,-0.02,0.0,135730.36086783808,-0.023526131620697888,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
2740,-0.3463705778121948,2,0.0,0.0,135676.06255605753,-0.023526131620697888,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2741,-0.19075924158096313,0,-0.01,0.0,135615.38866260773,-0.023526131620697888,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
2742,-0.16595852375030518,0,-0.02,0.0,135609.69533875553,-0.023526131620697888,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
2743,-0.37901508808135986,2,0.0,0.0,135536.56435861258,-0.023526131620697888,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2744,-0.30327969789505005,0,-0.01,0.0,135868.16518380633,-0.023526131620697888,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
2745,-0.04273247718811035,0,-0.02,0.0,135906.94801178304,-0.023526131620697888,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
2746,-0.11132240295410156,0,-0.03,0.0,135875.39946927968,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2747,0.008259296417236328,0,-0.03,0.0,136025.89613325728,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2748,-0.17863404750823975,0,-0.03,0.0,135975.4443439967,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2749,-0.200508713722229,0,-0.03,0.0,136002.158266452,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2750,-0.3579186201095581,2,0.0,0.0,135772.84906154507,-0.023526131620697888,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2751,-0.2788134217262268,0,-0.01,0.0,135567.01893599558,-0.023526131620697888,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
2752,-0.08512616157531738,0,-0.02,0.0,135628.0692475513,-0.023526131620697888,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
2753,0.009166359901428223,0,-0.03,0.0,135647.81943504687,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2754,-0.12498819828033447,0,-0.03,0.0,135657.5122012746,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2755,-0.21429038047790527,0,-0.03,0.0,135716.65689616904,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2756,-0.22900789976119995,0,-0.03,0.0,135691.13104336057,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2757,-0.2476670742034912,0,-0.03,0.0,135790.42308186574,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2758,-0.07248854637145996,0,-0.03,0.0,135938.34363443087,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2759,-0.3089374899864197,0,-0.03,0.0,135856.96674515487,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2760,-0.04066354036331177,0,-0.03,0.0,135774.63704754825,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2761,-0.34050869941711426,2,0.0,0.0,135879.88119735342,-0.023526131620697888,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2762,-0.29493963718414307,0,-0.01,0.0,135762.81516640884,-0.023526131620697888,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
2763,-0.1281205415725708,0,-0.02,0.0,135845.47422985817,-0.023526131620697888,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
2764,-0.23329144716262817,0,-0.03,0.0,135812.36119960202,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2765,0.006201624870300293,0,-0.03,0.0,135705.0467502142,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2766,-0.04364466667175293,0,-0.03,0.0,135709.4461368273,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2767,-0.06595820188522339,0,-0.03,0.0,135649.91326076112,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2768,-0.18875116109848022,0,-0.03,0.0,135717.5508891706,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2769,-0.07442188262939453,0,-0.03,0.0,135743.27671409785,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2770,-0.11783331632614136,0,-0.03,0.0,135770.21413480354,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2771,-0.09295427799224854,0,-0.03,0.0,135867.9181594243,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2772,-0.23676925897598267,0,-0.03,0.0,135891.03258374165,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2773,-0.17382186651229858,0,-0.03,0.0,136093.48670940357,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2774,-0.04203087091445923,0,-0.03,0.0,136157.59541806995,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2775,-0.3695276975631714,2,0.0,0.0,136194.76670603067,-0.023526131620697888,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2776,0.00657498836517334,0,-0.01,0.0,136228.17381293204,-0.023526131620697888,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
2777,0.006840825080871582,0,-0.02,0.0,136259.67530317217,-0.023526131620697888,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
2778,-0.17536163330078125,0,-0.03,0.0,136267.72124018645,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2779,-0.06914371252059937,0,-0.03,0.0,136205.22407153607,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2780,-0.08342021703720093,0,-0.03,0.0,136091.16938543893,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2781,-0.013333737850189209,0,-0.03,0.0,136175.98108993153,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2782,-0.12218034267425537,0,-0.03,0.0,136332.94744010482,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2783,0.00444340705871582,0,-0.03,0.0,136468.71674568788,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2784,-0.25786519050598145,0,-0.03,0.0,136532.13143347148,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2785,-0.023802518844604492,0,-0.03,0.0,136577.91328560535,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2786,-0.16533762216567993,0,-0.03,0.0,136678.04050178305,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2787,-0.2529910206794739,0,-0.03,0.0,136846.47584112143,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2788,-0.006703197956085205,0,-0.03,0.0,136905.6675882791,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2789,-0.11460018157958984,0,-0.03,0.0,136882.12969359258,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2790,-0.19655966758728027,0,-0.03,0.0,136804.92869267927,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2791,-0.23865443468093872,0,-0.03,0.0,136877.29507354455,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2792,0.0011006593704223633,0,-0.03,0.0,136930.88760137648,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2793,-0.04737842082977295,0,-0.03,0.0,137051.07084476083,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2794,-0.018506884574890137,0,-0.03,0.0,137055.1408655312,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2795,-0.24687457084655762,0,-0.03,0.0,137165.07847859472,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2796,-0.2996334433555603,0,-0.03,0.0,137090.87705946303,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2797,-0.23225152492523193,0,-0.03,0.0,137322.20951168938,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2798,-0.016095221042633057,0,-0.03,0.0,137368.70891083768,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2799,-0.18790584802627563,0,-0.03,0.0,137329.79668913703,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2800,-0.021986186504364014,0,-0.03,0.0,137306.0235331343,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2801,-0.03838318586349487,0,-0.03,0.0,136957.76620675315,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2802,-0.33042097091674805,2,0.0,0.0,136912.40782498842,-0.023526131620697888,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2803,-0.24860453605651855,0,-0.01,0.0,137042.64848964062,-0.023526131620697888,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
2804,-0.17928719520568848,0,-0.02,0.0,137055.0114718073,-0.023526131620697888,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
2805,-0.07595270872116089,0,-0.03,0.0,137285.16761745256,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2806,-0.020657062530517578,0,-0.03,0.0,137295.58969376056,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2807,-0.2603580951690674,0,-0.03,0.0,137403.32761351753,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2808,-0.1084107756614685,0,-0.03,0.0,137285.03822372865,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2809,0.010384678840637207,0,-0.03,0.0,137356.1224304206,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2810,-0.005942106246948242,0,-0.03,0.0,137371.21444385528,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2811,-0.19868457317352295,0,-0.03,0.0,137453.35593240894,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2812,-0.02313321828842163,0,-0.03,0.0,137228.75195382614,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2813,-0.21078062057495117,0,-0.03,0.0,137270.31086533412,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2814,0.0015980005264282227,0,-0.03,0.0,137033.26156312396,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2815,0.0033910274505615234,0,-0.03,0.0,136927.75862587095,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2816,-0.07504457235336304,0,-0.03,0.0,136865.23793108892,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2817,-0.128734290599823,0,-0.03,0.0,136817.38577937245,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2818,-0.13370281457901,0,-0.03,0.0,136766.26349536065,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2819,-0.15781641006469727,0,-0.03,0.0,137016.5932988707,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2820,-0.04436302185058594,0,-0.03,0.0,137052.7412001059,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2821,-0.11092060804367065,0,-0.03,0.0,136943.22705741154,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2822,-0.0491175651550293,0,-0.03,0.0,136949.56734988332,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2823,-0.02124655246734619,0,-0.03,0.0,137131.78900235143,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2824,-0.1500774621963501,0,-0.03,0.0,137138.57629132402,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2825,-0.005338430404663086,0,-0.03,0.0,136917.91293978767,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2826,-0.33204013109207153,2,0.0,0.0,136756.1825479612,-0.023526131620697888,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2827,-0.23639708757400513,0,-0.01,0.0,136764.2402480413,-0.023526131620697888,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
2828,-0.1929221749305725,0,-0.02,0.0,136640.68100476937,-0.023526131620697888,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
2829,-0.12965500354766846,0,-0.03,0.0,136688.32142130128,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2830,-0.031132817268371582,0,-0.03,0.0,136909.71408291787,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2831,-0.008790135383605957,0,-0.03,0.0,137029.63853885437,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2832,-0.07624506950378418,0,-0.03,0.0,136827.09030866597,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2833,-0.25577080249786377,0,-0.03,0.0,136862.66181967646,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2834,-0.02125018835067749,0,-0.03,0.0,136894.23388831143,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2835,-0.2722008228302002,0,-0.03,0.0,136933.13434694626,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2836,-0.1883985996246338,0,-0.03,0.0,136686.1805433238,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2837,0.0038279294967651367,0,-0.03,0.0,136474.9041183041,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2838,-0.2388070821762085,0,-0.03,0.0,136186.13261572586,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2839,-0.10979866981506348,0,-0.03,0.0,136206.87090074952,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2840,-0.34880805015563965,2,0.0,0.0,136168.323334089,-0.023526131620697888,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2841,-0.269960880279541,0,-0.01,0.0,136366.17810101906,-0.023526131620697888,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
2842,-0.012448728084564209,0,-0.02,0.0,136173.7931596908,-0.023526131620697888,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
2843,-0.008429467678070068,0,-0.03,0.0,136326.13662500062,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2844,-0.3652064800262451,2,0.0,0.0,136297.88174092417,-0.023526131620697888,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2845,-0.07253122329711914,0,-0.01,0.0,136440.8970950464,-0.023526131620697888,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
2846,-0.0696832537651062,0,-0.02,0.0,136517.55699493244,-0.023526131620697888,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
2847,-0.253981351852417,0,-0.03,0.0,136626.4947474021,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2848,-0.0013743042945861816,0,-0.03,0.0,136705.519023516,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2849,-0.18492501974105835,0,-0.03,0.0,136775.55631735083,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2850,-0.23941254615783691,0,-0.03,0.0,136846.75815470086,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2851,-0.14000284671783447,0,-0.03,0.0,136738.60852764052,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2852,-0.013092637062072754,0,-0.03,0.0,136882.10616746097,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2853,-0.2055748701095581,0,-0.03,0.0,136853.4983914102,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2854,0.004023194313049316,0,-0.03,0.0,136695.43807611655,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2855,-0.29639554023742676,0,-0.03,0.0,136762.12289619542,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2856,-0.00463789701461792,0,-0.03,0.0,136855.35695580824,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2857,-0.10310065746307373,0,-0.03,0.0,136885.27043216396,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2858,-0.10447508096694946,0,-0.03,0.0,136732.2094198397,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2859,0.0036058425903320312,0,-0.03,0.0,136706.9894067423,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2860,-0.07523977756500244,0,-0.03,0.0,136776.01507691742,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2861,-0.0029913783073425293,0,-0.03,0.0,136713.17677935856,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2862,-0.3115769624710083,0,-0.03,0.0,136856.38034253372,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2863,-0.26216959953308105,0,-0.03,0.0,136767.95737683735,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2864,-0.0006963014602661133,0,-0.03,0.0,136714.89418696685,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2865,-0.0014035701751708984,0,-0.03,0.0,136754.88861072206,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2866,0.002808094024658203,0,-0.03,0.0,136863.79107399425,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2867,-0.21498465538024902,0,-0.03,0.0,136978.85738375108,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2868,-0.03762131929397583,0,-0.03,0.0,136909.5141107991,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2869,-0.20847684144973755,0,-0.03,0.0,136750.10104293723,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2870,-0.19129055738449097,0,-0.03,0.0,136832.86597397886,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2871,-0.17886221408843994,0,-0.03,0.0,136773.3683871101,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2872,-0.013744711875915527,0,-0.03,0.0,137044.37766031473,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2873,-0.019693493843078613,0,-0.03,0.0,137120.1318041334,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2874,-0.031484901905059814,0,-0.03,0.0,137124.15477264053,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2875,-0.23218059539794922,0,-0.03,0.0,137241.96187673116,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2876,-0.032574236392974854,0,-0.03,0.0,137363.13321764357,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2877,0.006685853004455566,0,-0.03,0.0,137449.45059455992,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2878,-0.01901566982269287,0,-0.03,0.0,137411.7029163745,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2879,-0.1071319580078125,0,-0.03,0.0,137435.9113058122,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2880,-0.04607123136520386,0,-0.03,0.0,137725.0709895622,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2881,-0.21973150968551636,0,-0.03,0.0,137998.4328759289,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2882,-0.27236080169677734,0,-0.03,0.0,138076.49258064636,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2883,-0.0913771390914917,0,-0.03,0.0,138017.653725463,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2884,0.0036727190017700195,0,-0.03,0.0,138371.00445934007,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2885,-0.011527657508850098,0,-0.03,0.0,138435.10140494068,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2886,0.002937912940979004,0,-0.03,0.0,138502.56258736303,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2887,-0.13707220554351807,0,-0.03,0.0,138324.68150617892,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2888,-0.17948639392852783,0,-0.03,0.0,138374.07461951658,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2889,-0.10318869352340698,0,-0.03,0.0,138324.96381975838,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2890,-0.0007629990577697754,0,-0.03,0.0,138306.83693534462,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2891,-0.13651198148727417,0,-0.03,0.0,138580.23411090876,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2892,-0.08049243688583374,0,-0.03,0.0,138481.8595915368,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2893,-0.14091038703918457,0,-0.03,0.0,138454.26343914572,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2894,-0.05427086353302002,0,-0.03,0.0,138389.119580688,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2895,-0.2513396143913269,0,-0.03,0.0,137885.62507480764,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2896,-0.02473735809326172,0,-0.03,0.0,138153.94060594172,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2897,-0.049280643463134766,0,-0.03,0.0,137932.35973527216,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2898,-0.006392359733581543,0,-0.03,0.0,137969.35457724571,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2899,-0.056418418884277344,0,-0.03,0.0,137932.3832614038,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2900,-0.02595299482345581,0,-0.03,0.0,137938.24126817734,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2901,-0.21912038326263428,0,-0.03,0.0,137992.83365660318,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2902,0.008586883544921875,0,-0.03,0.0,138066.14108273326,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2903,-0.05569976568222046,0,-0.03,0.0,138023.7705196844,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2904,-0.0014296770095825195,0,-0.03,0.0,138218.88449228066,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
2905,-0.07277095317840576,0,-0.03,0.0,138122.50969409646,-0.023526131620697888,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
