step,continuous_action,discrete_action,reward,pnl,portfolio_value,position,position_change,pnl_component,pnl_unclipped,inactivity_penalty,opportunity_penalty,trade_bonus,total_reward
920,-0.787417471408844,2,0.0,0.0,176648.98394653847,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
921,-0.5190749764442444,2,0.0,0.0,176822.2105774725,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
922,0.04309403896331787,0,-0.01,0.0,176799.7965061177,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
923,-0.9862293004989624,2,0.0,0.0,176917.82085829935,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
924,0.20492970943450928,0,-0.01,0.0,176716.49004959597,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
925,-0.4519156217575073,2,0.0,0.0,176973.41897054145,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
926,-0.8826079964637756,2,0.0,0.0,177067.5448757819,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
927,0.04867887496948242,0,-0.01,0.0,177004.06307986978,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
928,-0.6804764270782471,2,0.0,0.0,176740.43797572338,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
929,0.03922867774963379,0,-0.01,0.0,176751.52131343525,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
930,-0.838030219078064,2,0.0,0.0,176845.15242681355,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
931,0.024487972259521484,0,-0.01,0.0,176528.08980155643,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
932,-0.7616599202156067,2,0.0,0.0,176772.61593982435,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
933,0.16882967948913574,0,-0.01,0.0,177143.37997518538,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
934,-0.9109686017036438,2,0.0,0.0,177069.34261954765,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
935,0.06225407123565674,0,-0.01,0.0,177153.8530696006,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
936,0.05545759201049805,0,-0.02,0.0,177325.6612971965,-0.03298612414244071,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
937,0.054454803466796875,0,-0.03,0.0,177206.61437516642,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
938,-0.9113521575927734,2,0.0,0.0,177165.61262285738,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
939,0.05809223651885986,0,-0.01,0.0,177260.4972089531,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
940,-0.9871882796287537,2,0.0,0.0,177475.76465510667,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
941,-0.038852155208587646,0,-0.01,0.0,177329.25678472803,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
942,0.11322200298309326,0,-0.02,0.0,177219.9902485062,-0.03298612414244071,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
943,0.05490231513977051,0,-0.03,0.0,177236.66473426018,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
944,0.07606518268585205,0,-0.03,0.0,176926.13336158326,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
945,0.13128912448883057,0,-0.03,0.0,177106.41902308376,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
946,0.1504000425338745,0,-0.03,0.0,177363.15002728437,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
947,0.09559416770935059,0,-0.03,0.0,177479.40962182442,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
948,0.07315278053283691,0,-0.03,0.0,177487.06240262545,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
949,0.05494058132171631,0,-0.03,0.0,177446.19259481298,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
950,0.030504941940307617,0,-0.03,0.0,177486.71604832198,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
951,-0.4951428771018982,2,0.0,0.0,177427.6049138587,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
952,-0.7415457367897034,2,0.0,0.0,177637.82548301847,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
953,0.08230733871459961,0,-0.01,0.0,177395.62486650262,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
954,0.05706441402435303,0,-0.02,0.0,177409.41306639416,-0.03298612414244071,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
955,0.0676034688949585,0,-0.03,0.0,177221.73851308573,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
956,0.09785234928131104,0,-0.03,0.0,177164.09526114684,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
957,0.01076972484588623,0,-0.03,0.0,177087.254084957,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
958,0.20767974853515625,0,-0.03,0.0,176991.36342207494,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
959,0.052878379821777344,0,-0.03,0.0,176915.9571422853,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
960,-0.9219785332679749,2,0.0,0.0,176807.68018978776,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
961,0.060263872146606445,0,-0.01,0.0,176583.60544848815,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
962,-0.9840207695960999,2,0.0,0.0,176550.42140760086,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
963,-0.9684925079345703,2,0.0,0.0,176430.71476308795,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
964,0.17600691318511963,0,-0.01,0.0,176445.8718871314,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
965,0.0020216703414916992,0,-0.02,0.0,176202.5827285188,-0.03298612414244071,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
966,0.02505481243133545,0,-0.03,0.0,176317.01159316895,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
967,-0.8202301263809204,2,0.0,0.0,176012.51668121008,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
968,-0.008548319339752197,0,-0.01,0.0,176019.3118227834,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
969,0.08213317394256592,0,-0.02,0.0,176261.66087685793,-0.03298612414244071,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
970,0.005621671676635742,0,-0.03,0.0,176239.98899329634,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
971,0.17156744003295898,0,-0.03,0.0,176355.19303186383,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
972,-0.00811612606048584,0,-0.03,0.0,176213.0888090582,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
973,-0.3302847146987915,2,0.0,0.0,176323.50985962502,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
974,0.16802656650543213,0,-0.01,0.0,176398.9326324767,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
975,0.23779284954071045,0,-0.02,0.0,176718.2548072376,-0.03298612414244071,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
976,0.1879558563232422,0,-0.03,0.0,176794.55171237906,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
977,0.1370227336883545,0,-0.03,0.0,177203.21680437977,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
978,0.019594430923461914,0,-0.03,0.0,177469.6127429541,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
979,0.045545220375061035,0,-0.03,0.0,177341.9234563987,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
980,0.17696714401245117,0,-0.03,0.0,177209.86350839445,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
981,0.08642911911010742,0,-0.03,0.0,177138.3166051295,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
982,0.05521678924560547,0,-0.03,0.0,177301.0206624621,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
983,-0.498221218585968,2,0.0,0.0,177309.03629062872,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
984,0.040131330490112305,0,-0.01,0.0,177309.64653392535,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
985,0.024051547050476074,0,-0.02,0.0,177504.3471316761,-0.03298612414244071,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
986,0.10961437225341797,0,-0.03,0.0,177251.93730973813,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
987,-0.9779269695281982,2,0.0,0.0,177104.42336257314,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
988,-0.797660231590271,2,0.0,0.0,177141.59872448168,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
989,0.10880911350250244,0,-0.01,0.0,177137.07962547417,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
990,0.08020412921905518,0,-0.02,0.0,177102.01537551076,-0.03298612414244071,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
991,0.07903420925140381,0,-0.03,0.0,177445.63183070256,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
992,-0.9164653420448303,2,0.0,0.0,177487.14486793583,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
993,-0.7302347421646118,2,0.0,0.0,177601.63970483423,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
994,0.13730919361114502,0,-0.01,0.0,177769.70400733995,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
995,0.03866004943847656,0,-0.02,0.0,177816.82468567745,-0.03298612414244071,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
996,0.09155607223510742,0,-0.03,0.0,177515.5789069466,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
997,0.08048141002655029,0,-0.03,0.0,177407.99466305604,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
998,-0.5688993334770203,2,0.0,0.0,177503.95129818638,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
999,0.0898442268371582,0,-0.01,0.0,177407.81323937324,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1000,0.05116415023803711,0,-0.02,0.0,177172.73762567213,-0.03298612414244071,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1001,0.04771995544433594,0,-0.03,0.0,177017.19155727845,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1002,-0.5330162048339844,2,0.0,0.0,177007.16377553917,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1003,0.09754371643066406,0,-0.01,0.0,177116.10045051956,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1004,0.13366460800170898,0,-0.02,0.0,176998.6038763242,-0.03298612414244071,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1005,-0.23617959022521973,0,-0.03,0.0,176932.33475292203,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1006,0.049357056617736816,0,-0.03,0.0,176781.53868640488,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1007,-0.9142237901687622,2,0.0,0.0,176674.43274131438,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1008,0.021557092666625977,0,-0.01,0.0,176497.34673385567,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1009,0.05655050277709961,0,-0.02,0.0,176587.7617001301,-0.03298612414244071,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1010,0.05493772029876709,0,-0.03,0.0,176365.36925116176,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1011,-0.9420198202133179,2,0.0,0.0,176331.97080046753,-0.03298612414244071,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1012,0.0519108772277832,0,-0.01,0.0,175981.11389102647,-0.03298612414244071,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1013,0.26578080654144287,0,-0.02,0.0,176097.88477049072,-0.03298612414244071,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1014,0.07948219776153564,0,-0.03,0.0,175803.99489744363,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1015,0.07768833637237549,0,-0.03,0.0,175770.4315161287,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1016,-0.005664169788360596,0,-0.03,0.0,175880.9185389438,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1017,0.26356327533721924,0,-0.03,0.0,175962.938536624,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1018,-0.009495258331298828,0,-0.03,0.0,176017.21720390036,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1019,-0.011018097400665283,0,-0.03,0.0,175945.37342551813,-0.03298612414244071,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1020,0.3348633050918579,1,-9.995221011655955,-6265.593795106869,175529.29148990064,0.03073372044483227,0.06371984458727298,-10.0,-35.69543146858409,-0.0,-0.0,0.004778988344045474,-9.995221011655955
1021,-0.015675842761993408,0,-0.01,0.0,175438.67311516905,0.03073372044483227,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1022,-0.015237629413604736,0,-0.02,0.0,175434.83140011344,0.03073372044483227,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1023,0.06224977970123291,0,-0.03,0.0,175773.02525988838,0.03073372044483227,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1024,-0.04344582557678223,0,-0.03,0.0,176046.32486894407,0.03073372044483227,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1025,-0.7495139837265015,2,1.5372354311897904,269.4344664525472,175798.72595635318,-0.030667092041463007,-0.06140081248629528,1.5326303702533184,1.5326303702533184,-0.0,-0.0,0.004605060936472147,1.5372354311897904
1026,-0.0335727334022522,0,-0.01,0.0,175792.71520631306,-0.030667092041463007,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1027,0.3892453908920288,1,-1.939565337256232,-341.1177645180933,175457.6081918351,0.03060275120890183,0.06126984325036484,-1.9441605755000093,-1.9441605755000093,-0.0,-0.0,0.004595238243777363,-1.939565337256232
1028,0.07387292385101318,0,-0.01,0.0,175554.4812007869,0.03060275120890183,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1029,-0.8813878893852234,2,-2.1664227070127957,-380.0948722676187,175077.5133195675,-0.0305489759735558,-0.061151727182457635,-2.17100908655148,-2.17100908655148,-0.0,-0.0,0.004586379538684323,-2.1664227070127957
1030,0.010091781616210938,0,-0.01,0.0,175118.06708517237,-0.0305489759735558,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1031,-0.9064110517501831,2,0.0,0.0,175380.89519996085,-0.0305489759735558,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1032,-0.928732693195343,2,0.0,0.0,175318.11705433522,-0.0305489759735558,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1033,0.35573315620422363,1,-1.0018520556870767,-176.02682302829677,174901.48649653918,0.03054516755959246,0.061094143533148265,-1.0064341164520627,-1.0064341164520627,-0.0,-0.0,0.00458206076498612,-1.0018520556870767
1034,-0.8509461283683777,2,-2.2326514992785365,-390.4212623285795,174511.0652342106,-0.030491717916410616,-0.061036885476003076,-2.2372292656892365,-2.2372292656892365,-0.0,-0.0,0.004577766410700231,-2.2326514992785365
1035,-0.047564566135406494,0,-0.01,0.0,174263.8841229212,-0.030491717916410616,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1036,-0.031180739402770996,0,-0.02,0.0,174456.68325530668,-0.030491717916410616,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1037,0.20441079139709473,0,-0.03,0.0,174686.72802112706,-0.030491717916410616,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1038,-0.9422106146812439,2,0.0,0.0,174651.52533279255,-0.030491717916410616,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1039,-0.03805828094482422,0,-0.01,0.0,174487.23595665893,-0.030491717916410616,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1040,-0.019524216651916504,0,-0.02,0.0,174222.73554959302,-0.030491717916410616,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1041,-0.1953279972076416,0,-0.03,0.0,174294.93993761908,-0.030491717916410616,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1042,-0.4272564649581909,2,0.0,0.0,174125.29926499113,-0.030491717916410616,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1043,-0.9879221320152283,2,0.0,0.0,174131.3671168565,-0.030491717916410616,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1044,-0.012258172035217285,0,-0.01,0.0,174158.53523752003,-0.030491717916410616,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1045,-0.521388828754425,2,0.0,0.0,174019.4625121033,-0.030491717916410616,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1046,0.41878271102905273,1,-5.227162324140042,-908.2406061605955,173602.82462805,0.03021865376140443,0.060710371677815046,-5.2317156020158775,-5.2317156020158775,-0.0,-0.0,0.004553277875836129,-5.227162324140042
1047,0.07988393306732178,0,-0.01,0.0,173356.54259989454,0.03021865376140443,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1048,0.06826281547546387,0,-0.02,0.0,173586.8540695371,0.03021865376140443,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1049,0.1495751142501831,0,-0.03,0.0,173802.44905479785,0.03021865376140443,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1050,0.016010642051696777,0,-0.03,0.0,173704.58594459153,0.03021865376140443,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1051,-0.9791287779808044,2,-0.8535343982909283,-148.83443102698973,173453.99019702303,-0.030161152404746632,-0.06037980616615106,-0.8580628837533896,-0.8580628837533896,-0.0,-0.0,0.00452848546246133,-0.8535343982909283
1052,-0.6363776922225952,2,0.0,0.0,173376.8832109003,-0.030161152404746632,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1053,-0.03166341781616211,0,-0.01,0.0,173336.1656551539,-0.030161152404746632,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1054,-0.02596461772918701,0,-0.02,0.0,173422.1400200836,-0.030161152404746632,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1055,-0.9824445247650146,2,0.0,0.0,173526.99526641873,-0.030161152404746632,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1056,-0.6037886738777161,2,0.0,0.0,173530.97653853614,-0.030161152404746632,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1057,-0.04854226112365723,0,-0.01,0.0,173348.01898804895,-0.030161152404746632,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1058,0.22524333000183105,0,-0.02,0.0,173263.10026345338,-0.030161152404746632,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1059,0.2851874828338623,0,-0.03,0.0,173321.02475664672,-0.030161152404746632,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1060,0.4243748188018799,1,-3.2660922750975465,-565.4501955723156,172888.5400014507,0.03001408116310388,0.06017523356785051,-3.270605417615135,-3.270605417615135,-0.0,-0.0,0.004513142517588789,-3.2660922750975465
1061,0.17110228538513184,0,-0.01,0.0,172445.3520789963,0.03001408116310388,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1062,-0.647699236869812,2,-3.3344788856019156,-575.3498363001044,172313.1901651506,-0.029965229993833543,-0.05997931115693742,-3.338977333938686,-3.338977333938686,-0.0,-0.0,0.0044984483367703065,-3.3344788856019156
1063,-0.05210471153259277,0,-0.01,0.0,172582.96713078508,-0.029965229993833543,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1064,0.3322725296020508,1,0.09763873761278113,16.050574961695787,172329.2407401123,0.03003113159150759,0.059996361585341135,0.09313901049388054,0.09313901049388054,-0.0,-0.0,0.004499727118900586,0.09763873761278113
1065,-0.02654242515563965,0,-0.01,0.0,172155.6007372502,0.03003113159150759,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1066,0.36402225494384766,1,0.0,0.0,171955.0378249163,0.03003113159150759,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1067,-0.9810696840286255,2,-2.929471175486263,-504.1300769988425,171825.11066311345,-0.029980903011953573,-0.06001203460346116,-2.9339720780815224,-2.9339720780815224,-0.0,-0.0,0.0045009025952595875,-2.929471175486263
1068,0.16737186908721924,0,-0.01,0.0,171897.42460117827,-0.029980903011953573,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1069,-0.7834402918815613,2,0.0,0.0,171843.86371794742,-0.029980903011953573,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1070,0.34355199337005615,1,-1.6450436139501747,-282.96518876442764,171542.14547434903,0.029936565192434667,0.059917468204388244,-1.6495374240655039,-1.6495374240655039,-0.0,-0.0,0.004493810115329119,-1.6450436139501747
1071,-0.8948063254356384,2,-1.367191089967141,-234.97817503478035,171307.16729931423,-0.02988130604348775,-0.059817871235922415,-1.3716774303098351,-1.3716774303098351,-0.0,-0.0,0.004486340342694181,-1.367191089967141
1072,-0.01746159791946411,0,-0.01,0.0,171295.319361468,-0.02988130604348775,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1073,0.23515844345092773,0,-0.02,0.0,171493.11866682285,-0.02988130604348775,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1074,-0.5502122640609741,2,0.0,0.0,171339.7229822486,-0.02988130604348775,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1075,-0.04299771785736084,0,-0.01,0.0,171415.81572808835,-0.02988130604348775,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1076,0.3305399417877197,1,0.2404753355868213,40.43589808160482,171347.60319739586,0.029956068193611664,0.059837374237099415,0.23598753251903884,0.23598753251903884,-0.0,-0.0,0.004487803067782456,0.2404753355868213
1077,0.2645118236541748,0,-0.01,0.0,171281.58002309714,0.029956068193611664,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1078,-0.9922220706939697,2,-0.8315506801541083,-143.13375206651844,171204.46944532933,-0.029898993326029938,-0.0598550615196416,-0.8360398097680813,-0.8360398097680813,-0.0,-0.0,0.00448912961397312,-0.8315506801541083
1079,0.08220958709716797,0,-0.01,0.0,171073.481955568,-0.029898993326029938,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1080,-0.8584139347076416,2,0.0,0.0,171127.2403455682,-0.029898993326029938,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1081,-0.9917708039283752,2,0.0,0.0,171181.0734830517,-0.029898993326029938,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1082,0.17243969440460205,0,-0.01,0.0,171230.6310644896,-0.029898993326029938,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1083,0.12460362911224365,0,-0.02,0.0,170910.72678539774,-0.029898993326029938,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1084,-0.9888504147529602,2,0.0,0.0,170851.7809200555,-0.029898993326029938,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1085,0.3988323211669922,1,-4.260090059283242,-727.0112346782955,170477.45821065104,0.02969126032383293,0.05959025364986287,-4.264559328306982,-4.264559328306982,-0.0,-0.0,0.004469269023739716,-4.260090059283242
1086,0.3861355781555176,1,0.0,0.0,170635.5047893548,0.02969126032383293,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1087,-0.033095479011535645,0,-0.01,0.0,170672.1883414849,0.02969126032383293,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1088,-0.8301171660423279,2,-0.8874776215299051,-151.91796203700707,170325.54024861404,-0.02963487403157258,-0.05932613435540551,-0.8919270816065604,-0.8919270816065604,-0.0,-0.0,0.0044494600766554135,-0.8874776215299051
1089,0.09243655204772949,0,-0.01,0.0,170355.6344631931,-0.02963487403157258,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1090,-0.046393632888793945,0,-0.02,0.0,170366.5993665848,-0.02963487403157258,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1091,0.34049320220947266,1,-1.5215011751940308,-259.5111851498068,170066.0290634642,0.029598752133071532,0.059233626164644115,-1.5259436971563791,-1.5259436971563791,-0.0,-0.0,0.004442521962348309,-1.5215011751940308
1092,0.020168066024780273,0,-0.01,0.0,170177.3795689888,0.029598752133071532,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1093,0.1352323293685913,0,-0.02,0.0,170185.3416333126,0.029598752133071532,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1094,0.39772534370422363,1,0.0,0.0,170297.55050264907,0.029598752133071532,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1095,-0.9788942337036133,2,-0.5078624499517355,-87.0798678127912,169978.94919565142,-0.029541295316630706,-0.059140047449702235,-0.5122979535104631,-0.5122979535104631,-0.0,-0.0,0.004435503558727668,-0.5078624499517355
1096,-0.8099399209022522,2,0.0,0.0,169966.9111178099,-0.029541295316630706,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1097,0.004772663116455078,0,-0.01,0.0,170272.58967109874,-0.029541295316630706,0.0,0.0,0.0,-0.01,-0.0,0.0,-0.01
1098,-0.22454649209976196,0,-0.02,0.0,170132.69686712683,-0.029541295316630706,0.0,0.0,0.0,-0.02,-0.0,0.0,-0.02
1099,0.010718703269958496,0,-0.03,0.0,170079.75886591943,-0.029541295316630706,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1100,0.06309294700622559,0,-0.03,0.0,169927.1928462567,-0.029541295316630706,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1101,0.13689053058624268,0,-0.03,0.0,170370.37135859678,-0.029541295316630706,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1102,0.16960358619689941,0,-0.03,0.0,170051.7389473116,-0.029541295316630706,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
1103,0.0973128080368042,0,-0.03,0.0,170073.08253317786,-0.029541295316630706,0.0,0.0,0.0,-0.03,-0.0,0.0,-0.03
