timestamp,equity
2023-01-01 00:00:00,10000.0
2023-01-02 00:00:00,10000.0
2023-01-03 00:00:00,10000.0
2023-01-04 00:00:00,10000.0
2023-01-05 00:00:00,10000.0
2023-01-06 00:00:00,10000.0
2023-01-07 00:00:00,10000.0
2023-01-08 00:00:00,10000.0
2023-01-09 00:00:00,10000.0
2023-01-10 00:00:00,10000.0
2023-01-11 00:00:00,10000.0
2023-01-12 00:00:00,10000.0
2023-01-13 00:00:00,10000.0
2023-01-14 00:00:00,10000.0
2023-01-15 00:00:00,10000.0
2023-01-16 00:00:00,10000.0
2023-01-17 00:00:00,10000.0
2023-01-18 00:00:00,10000.0
2023-01-19 00:00:00,10000.0
2023-01-20 00:00:00,10000.0
2023-01-21 00:00:00,10000.0
2023-01-22 00:00:00,10000.0
2023-01-23 00:00:00,10000.0
2023-01-24 00:00:00,10000.0
2023-01-25 00:00:00,10000.0
2023-01-26 00:00:00,10000.0
2023-01-27 00:00:00,10000.0
2023-01-28 00:00:00,10000.0
2023-01-29 00:00:00,10000.0
2023-01-30 00:00:00,10000.0
2023-01-31 00:00:00,10000.0
2023-02-01 00:00:00,10000.0
2023-02-02 00:00:00,10000.0
2023-02-03 00:00:00,10000.0
2023-02-04 00:00:00,10000.0
2023-02-05 00:00:00,10000.0
2023-02-06 00:00:00,10000.0
2023-02-07 00:00:00,10000.0
2023-02-08 00:00:00,10000.0
2023-02-09 00:00:00,10000.0
2023-02-10 00:00:00,10000.0
2023-02-11 00:00:00,10000.0
2023-02-12 00:00:00,10000.0
2023-02-13 00:00:00,10000.0
2023-02-14 00:00:00,10000.0
2023-02-15 00:00:00,10000.0
2023-02-16 00:00:00,10000.0
2023-02-17 00:00:00,10000.0
2023-02-18 00:00:00,10000.0
2023-02-19 00:00:00,10000.0
2023-02-20 00:00:00,10000.0
2023-02-21 00:00:00,10000.0
2023-02-22 00:00:00,10000.0
2023-02-23 00:00:00,10000.0
2023-02-24 00:00:00,10000.0
2023-02-25 00:00:00,10000.0
2023-02-26 00:00:00,10000.0
2023-02-27 00:00:00,10000.0
2023-02-28 00:00:00,10000.0
2023-03-01 00:00:00,10000.0
2023-03-02 00:00:00,10000.0
2023-03-03 00:00:00,9995.002498750624
2023-03-04 00:00:00,9678.386163398578
2023-03-05 00:00:00,9346.5656906064
2023-03-06 00:00:00,9586.776918730764
2023-03-07 00:00:00,9994.869841823367
2023-03-08 00:00:00,9983.279483358456
2023-03-09 00:00:00,10298.699538106855
2023-03-10 00:00:00,10421.455496954472
2023-03-11 00:00:00,10231.928915113453
2023-03-12 00:00:00,10353.814319520001
2023-03-13 00:00:00,10853.591967379949
2023-03-14 00:00:00,10852.780353385226
2023-03-15 00:00:00,11385.727650966577
2023-03-16 00:00:00,10535.687012097891
2023-03-17 00:00:00,10809.499518954623
2023-03-18 00:00:00,10848.607651025657
2023-03-19 00:00:00,10762.485517877896
2023-03-20 00:00:00,10802.951106863437
2023-03-21 00:00:00,10187.813794446747
2023-03-22 00:00:00,10131.021207192116
2023-03-23 00:00:00,10250.387405325808
2023-03-24 00:00:00,10725.802871802716
2023-03-25 00:00:00,10570.892308689357
2023-03-26 00:00:00,10327.904504392982
2023-03-27 00:00:00,10188.87634664824
2023-03-28 00:00:00,10188.87634664824
2023-03-29 00:00:00,10188.87634664824
2023-03-30 00:00:00,10188.87634664824
2023-03-31 00:00:00,10188.87634664824
2023-04-01 00:00:00,10188.87634664824
2023-04-02 00:00:00,10188.87634664824
2023-04-03 00:00:00,10188.87634664824
2023-04-04 00:00:00,10183.78445442103
2023-04-05 00:00:00,10074.761663427622
2023-04-06 00:00:00,9651.641484187157
2023-04-07 00:00:00,9747.507498860103
2023-04-08 00:00:00,9833.975418581627
2023-04-09 00:00:00,9845.324505989509
2023-04-10 00:00:00,9786.06132104839
2023-04-11 00:00:00,9393.31073325006
2023-04-12 00:00:00,9393.31073325006
2023-04-13 00:00:00,9393.31073325006
2023-04-14 00:00:00,9393.31073325006
2023-04-15 00:00:00,9393.31073325006
2023-04-16 00:00:00,9393.31073325006
2023-04-17 00:00:00,9393.31073325006
2023-04-18 00:00:00,9393.31073325006
2023-04-19 00:00:00,9393.31073325006
2023-04-20 00:00:00,9393.31073325006
2023-04-21 00:00:00,9393.31073325006
2023-04-22 00:00:00,9393.31073325006
2023-04-23 00:00:00,9393.31073325006
2023-04-24 00:00:00,9393.31073325006
2023-04-25 00:00:00,9388.616425037542
2023-04-26 00:00:00,9483.41380121012
2023-04-27 00:00:00,9483.021640843292
2023-04-28 00:00:00,9165.465424685895
2023-04-29 00:00:00,9494.639225422827
