timestamp,action_type,action_val,reward,portfolio_value,price,hour,regime,pnl
2025-11-24 09:52:00+00:00,SELL,-0.11505180597305298,-0.01,1000000.0,13481876.0,9,RegimeType.CONSOLIDATION,
2025-11-24 09:53:00+00:00,SELL,-0.08794623613357544,-0.01,1000000.0,13479701.0,9,RegimeType.CONSOLIDATION,0.0
2025-11-24 09:54:00+00:00,BUY,0.06407678127288818,-0.01,1000000.0,13477525.0,9,RegimeType.CONSOLIDATION,0.0
2025-11-24 09:55:00+00:00,BUY,0.023368477821350098,-0.01,1000000.0,13475349.0,9,RegimeType.CONSOLIDATION,0.0
2025-11-24 09:56:00+00:00,SELL,-0.09775364398956299,-0.01,1000000.0,13478783.0,9,RegimeType.CONSOLIDATION,0.0
2025-11-24 09:57:00+00:00,BUY,0.12703192234039307,-0.01,1000000.0,13482216.0,9,RegimeType.CONSOLIDATION,0.0
2025-11-24 09:58:00+00:00,BUY,0.04891848564147949,-0.01,1000000.0,13485650.0,9,RegimeType.CONSOLIDATION,0.0
2025-11-24 09:59:00+00:00,BUY,0.24771273136138916,-0.01,1000000.0,13489083.0,9,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:00:00+00:00,SELL,-0.2724341154098511,-0.01,1000000.0,13492517.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:01:00+00:00,BUY,0.016530990600585938,-0.01,1000000.0,13488960.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:02:00+00:00,SELL,-0.08433622121810913,-0.01,1000000.0,13485403.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:03:00+00:00,BUY,0.06184971332550049,-0.01,1000000.0,13481846.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:04:00+00:00,BUY,0.021445274353027344,-0.01,1000000.0,13478289.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:05:00+00:00,SELL,-0.0964018702507019,-0.01,1000000.0,13474732.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:06:00+00:00,SELL,-0.13994359970092773,-0.01,1000000.0,13474783.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:07:00+00:00,SELL,-0.03926795721054077,-0.01,1000000.0,13474834.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:08:00+00:00,SELL,-0.07615023851394653,-0.01,1000000.0,13474886.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:09:00+00:00,BUY,0.07995188236236572,-0.01,1000000.0,13474937.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:10:00+00:00,BUY,0.10801804065704346,-0.01,1000000.0,13474988.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:11:00+00:00,SELL,-0.15111351013183594,-0.01,1000000.0,13472414.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:12:00+00:00,SELL,-0.13077312707901,-0.01,1000000.0,13469840.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:13:00+00:00,SELL,-0.0975567102432251,-0.01,1000000.0,13467266.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:14:00+00:00,SELL,-0.08937084674835205,-0.01,1000000.0,13464692.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:15:00+00:00,SELL,-0.026872992515563965,-0.01,1000000.0,13462118.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:16:00+00:00,BUY,0.07735168933868408,-0.01,1000000.0,13462112.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:17:00+00:00,BUY,0.07471632957458496,-0.01,1000000.0,13462106.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:18:00+00:00,SELL,-0.02771615982055664,-0.01,1000000.0,13462100.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:19:00+00:00,SELL,-0.050423383712768555,-0.01,1000000.0,13462094.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:20:00+00:00,SELL,-0.11485350131988525,-0.01,1000000.0,13462088.0,10,RegimeType.CONSOLIDATION,0.0
2025-11-24 10:21:00+00:00,BUY,0.13077819347381592,-0.01,1000000.0,13457281.0,10,RegimeType.CONSOLIDATION,0.0
