timestamp,open,high,low,close,volume
2025-09-11 00:00:00,16791304.0,16800188.0,16788430.0,16788430.0,13608943616
2025-09-11 00:15:00,16786312.0,16792368.0,16780900.0,16784664.0,6290931712
2025-09-11 00:30:00,16781886.0,16782700.0,16764972.0,16769828.0,14545321984
2025-09-11 00:45:00,16771919.0,16796358.0,16770301.0,16796358.0,0
2025-09-11 01:00:00,16795710.0,16807588.0,16790840.0,16807588.0,8652324864
2025-09-11 01:15:00,16810226.0,16823338.0,16798722.0,16798722.0,27528790016
2025-09-11 01:30:00,16801204.0,16812890.0,16779502.0,16788862.0,227280420864
2025-09-11 01:45:00,16788378.0,16796366.0,16782018.0,16794504.0,122526105600
2025-09-11 02:00:00,16792674.0,16793998.0,16778926.0,16793998.0,127581290496
2025-09-11 02:15:00,16797404.0,16797404.0,16775655.0,16776517.0,2306342912
2025-09-11 02:30:00,16773139.0,16800052.0,16772842.0,16794360.0,3365404672
2025-09-11 02:45:00,16794280.0,16794570.0,16788986.0,16791330.0,118538371072
2025-09-11 03:00:00,16791688.0,16801456.0,16785954.0,16801456.0,7475822592
2025-09-11 03:15:00,16797250.0,16832988.0,16797250.0,16832328.0,31868321792
2025-09-11 03:30:00,16830118.0,16843008.0,16819866.0,16843008.0,124607528960
2025-09-11 03:45:00,16840972.0,16870248.0,16840972.0,16869848.0,62918754304
2025-09-11 04:00:00,16870034.0,16870034.0,16844864.0,16846248.0,159739019264
2025-09-11 04:15:00,16843822.0,16849434.0,16831598.0,16845572.0,331273469952
2025-09-11 04:30:00,16844200.0,16844200.0,16824804.0,16837576.0,213400420352
2025-09-11 04:45:00,16833076.0,16835010.0,16825330.0,16829926.0,2789736448
2025-09-11 05:00:00,16831168.0,16840280.0,16827128.0,16834182.0,114654445568
2025-09-11 05:15:00,16829348.0,16831456.0,16809786.0,16820518.0,139402412032
2025-09-11 05:30:00,16829730.0,16859532.0,16829730.0,16859532.0,22890938368
2025-09-11 05:45:00,16858920.0,16866974.0,16853256.0,16866974.0,24149753856
2025-09-11 06:00:00,16858488.0,16865226.0,16843980.0,16865226.0,111959605248
2025-09-11 06:15:00,16865994.0,16881084.0,16858604.0,16877996.0,7531921408
2025-09-11 06:30:00,16882304.0,16901848.0,16882304.0,16900760.0,6993477632
2025-09-11 06:45:00,16904916.0,16908554.0,16895710.0,16895710.0,115167723520
2025-09-11 07:00:00,16895690.0,16895690.0,16841188.0,16848420.0,7523008512
2025-09-11 07:15:00,16850010.0,16854038.0,16843624.0,16853428.0,10561257472
2025-09-11 07:30:00,16861718.0,16878956.0,16855420.0,16878956.0,200900345856
2025-09-11 07:45:00,16880402.0,16883978.0,16856760.0,16862272.0,0
2025-09-11 08:00:00,16857612.0,16876204.0,16851252.0,16876090.0,129375404032
2025-09-11 08:15:00,16874586.0,16874586.0,16866998.0,16870166.0,55124688896
2025-09-11 08:30:00,16874394.0,16875148.0,16870242.0,16870280.0,122924040192
2025-09-11 08:45:00,16873700.0,16873700.0,16859794.0,16864504.0,0
2025-09-11 09:00:00,16865334.0,16871992.0,16843074.0,16846016.0,0
2025-09-11 09:15:00,16849692.0,16867560.0,16849692.0,16864256.0,5525995520
2025-09-11 09:30:00,16850552.0,16860456.0,16846376.0,16848580.0,113530896384
2025-09-11 09:45:00,16845108.0,16850772.0,16836794.0,16848718.0,2556952576
2025-09-11 10:00:00,16850538.0,16856286.0,16850538.0,16854604.0,0
2025-09-11 10:15:00,16857696.0,16863018.0,16854148.0,16862606.0,354942976
2025-09-11 10:30:00,16865866.0,16882944.0,16863928.0,16879102.0,4950851584
2025-09-11 10:45:00,16879582.0,16883650.0,16875642.0,16880092.0,7738490880
2025-09-11 11:00:00,16875218.0,16877258.0,16869748.0,16877258.0,103536918528
2025-09-11 11:15:00,16877396.0,16877396.0,16856732.0,16856732.0,13421772800
2025-09-11 11:30:00,16857296.0,16871034.0,16855322.0,16871034.0,5823791104
2025-09-11 11:45:00,16871790.0,16871790.0,16863442.0,16868280.0,3263168512
2025-09-11 12:00:00,16871086.0,16918984.0,16871086.0,16913620.0,144900096000
2025-09-11 12:15:00,16906388.0,16906388.0,16881676.0,16902364.0,12877037568
2025-09-11 12:30:00,16794166.0,16849508.0,16777782.0,16808432.0,164937859072
2025-09-11 12:45:00,16807670.0,16855626.0,16807670.0,16817262.0,153468534784
2025-09-11 13:00:00,16815010.0,16815626.0,16735432.0,16736545.0,4379901952
2025-09-11 13:15:00,16735014.0,16787766.0,16735014.0,16780366.0,174034780160
2025-09-11 13:30:00,16805004.0,16827200.0,16780180.0,16799726.0,5233442816
2025-09-11 13:45:00,16787252.0,16899336.0,16787252.0,16892656.0,48951197696
2025-09-11 14:00:00,16878560.0,16878560.0,16812928.0,16823342.0,185282330624
2025-09-11 14:15:00,16811160.0,16811160.0,16759352.0,16801834.0,129119551488
2025-09-11 14:30:00,16796858.0,16839074.0,16796200.0,16839074.0,680525824
2025-09-11 14:45:00,16844240.0,16855896.0,16834792.0,16852872.0,170937810944
2025-09-11 15:00:00,16852256.0,16868844.0,16850952.0,16862632.0,88395481088
2025-09-11 15:15:00,16861992.0,16875300.0,16834542.0,16839070.0,235319328768
2025-09-11 15:30:00,16842938.0,16848128.0,16823732.0,16824132.0,2070937600
2025-09-11 15:45:00,16822116.0,16822116.0,16784908.0,16800944.0,41732800512
2025-09-11 16:00:00,16806744.0,16819398.0,16802302.0,16807456.0,422670499840
2025-09-11 16:15:00,16809224.0,16826784.0,16809224.0,16825802.0,75977719808
2025-09-11 16:30:00,16822024.0,16852008.0,16821950.0,16852008.0,98288795648
2025-09-11 16:45:00,16853674.0,16853674.0,16832474.0,16842538.0,104172879872
2025-09-11 17:00:00,16841322.0,16844368.0,16831832.0,16844368.0,67860168704
2025-09-11 17:15:00,16840032.0,16851304.0,16823714.0,16849184.0,459100651520
2025-09-11 17:30:00,16848184.0,16866838.0,16846204.0,16866838.0,0
2025-09-11 17:45:00,16869166.0,16877328.0,16862682.0,16874722.0,0
2025-09-11 18:00:00,16877242.0,16878450.0,16852844.0,16852844.0,0
2025-09-11 18:15:00,16844630.0,16844630.0,16812550.0,16819552.0,83639664640
2025-09-11 18:30:00,16823738.0,16830448.0,16814278.0,16826920.0,89137348608
2025-09-11 18:45:00,16828542.0,16828542.0,16811668.0,16825260.0,0
2025-09-11 19:00:00,16821380.0,16825574.0,16814294.0,16815060.0,303058386944
2025-09-11 19:15:00,16812296.0,16829274.0,16806076.0,16828400.0,0
2025-09-11 19:30:00,16836536.0,16845584.0,16834798.0,16838562.0,11365515264
2025-09-11 19:45:00,16840526.0,16848856.0,16835692.0,16846798.0,0
2025-09-11 20:00:00,16843060.0,16849038.0,16833014.0,16833014.0,0
2025-09-11 20:15:00,16825248.0,16838046.0,16825248.0,16829458.0,110723858432
2025-09-11 20:30:00,16822758.0,16827312.0,16814822.0,16826756.0,5480382464
2025-09-11 20:45:00,16826312.0,16846638.0,16826312.0,16845834.0,3240099840
2025-09-11 21:00:00,16845360.0,16858786.0,16845360.0,16854424.0,0
2025-09-11 21:15:00,16849356.0,16851722.0,16846748.0,16851722.0,121699827712
2025-09-11 21:30:00,16851176.0,16859014.0,16849752.0,16859014.0,0
2025-09-11 21:45:00,16856686.0,16856686.0,16851044.0,16856216.0,0
2025-09-11 22:00:00,16854164.0,16859006.0,16846542.0,16857554.0,849346560
2025-09-11 22:15:00,16861098.0,16940836.0,16859928.0,16927750.0,152829427712
2025-09-11 22:30:00,16934546.0,16957070.0,16920738.0,16952660.0,93633642496
2025-09-11 22:45:00,16958950.0,16968428.0,16954766.0,16954766.0,62933434368
2025-09-11 23:00:00,16948154.0,16986278.0,16948154.0,16986278.0,108835373056
2025-09-11 23:15:00,16988608.0,16988608.0,16974666.0,16980572.0,58702954496
2025-09-11 23:30:00,16979978.0,16986478.0,16977664.0,16986478.0,132991418368
2025-09-11 23:45:00,16989232.0,17007326.0,16989232.0,17007326.0,12560891904
2025-09-12 00:00:00,17006638.0,17034598.0,17006638.0,17023736.0,162551824384
2025-09-12 00:15:00,17012728.0,17060836.0,17000244.0,17049894.0,49847730176
2025-09-12 00:30:00,17054260.0,17087372.0,17054260.0,17087372.0,202503094272
2025-09-12 00:45:00,17070140.0,17128096.0,17070140.0,17074312.0,164562993152
2025-09-12 01:00:00,17062970.0,17080790.0,17056340.0,17056340.0,217202556928
2025-09-12 01:15:00,17054604.0,17080876.0,17049956.0,17050438.0,122760462336
2025-09-12 01:30:00,17052418.0,17052418.0,17025360.0,17042516.0,40281571328
2025-09-12 01:45:00,17045034.0,17045034.0,17018572.0,17022242.0,36344692736
2025-09-12 02:00:00,17019430.0,17044680.0,17015166.0,17038786.0,168839610368
2025-09-12 02:15:00,17030106.0,17049130.0,17028278.0,17038672.0,160356630528
2025-09-12 02:30:00,17038920.0,17051078.0,17031342.0,17040416.0,180319944704
2025-09-12 02:45:00,17038988.0,17038988.0,16997710.0,17008934.0,35905339392
2025-09-12 03:00:00,17014890.0,17017280.0,16997294.0,16997294.0,34445721600
2025-09-12 03:15:00,16993572.0,17000882.0,16990860.0,16993822.0,17437818880
2025-09-12 03:30:00,16992534.0,16995710.0,16967988.0,16994248.0,129650130944
2025-09-12 03:45:00,17002752.0,17010016.0,16989204.0,16989204.0,11436294144
2025-09-12 04:00:00,16989204.0,17004234.0,16976446.0,17004234.0,0
2025-09-12 04:15:00,17009218.0,17017364.0,17008010.0,17014506.0,36717461504
2025-09-12 04:30:00,17010030.0,17037688.0,17010030.0,17032654.0,124444999680
2025-09-12 04:45:00,17025292.0,17028726.0,17017176.0,17021494.0,147632685056
2025-09-12 05:00:00,17021962.0,17035060.0,17018198.0,17029874.0,1176502272
2025-09-12 05:15:00,17028318.0,17045104.0,17028204.0,17039376.0,120247549952
2025-09-12 05:30:00,17037806.0,17043430.0,17011042.0,17031336.0,0
2025-09-12 05:45:00,17033528.0,17049248.0,17033528.0,17038846.0,28857335808
2025-09-12 06:00:00,17039776.0,17041706.0,17015528.0,17015528.0,301740326912
2025-09-12 06:15:00,17013266.0,17029022.0,17010366.0,17015194.0,190766907392
2025-09-12 06:30:00,17015770.0,17016904.0,17001710.0,17006336.0,301798522880
2025-09-12 06:45:00,17006496.0,17009114.0,17002336.0,17003608.0,104890630144
