timestamp,open,high,low,close,volume
2025-11-03 00:02:00,17041578.0,17041604.0,17041578.0,17041604.0,0
2025-11-03 00:04:00,17041534.0,17045976.0,17041534.0,17045976.0,9776922624
2025-11-03 00:06:00,17064648.0,17064648.0,17064648.0,17064648.0,0
2025-11-03 00:07:00,17070006.0,17070006.0,17070006.0,17070006.0,0
2025-11-03 00:09:00,17065644.0,17070910.0,17058484.0,17070910.0,27569160192
2025-11-03 00:12:00,17061676.0,17061676.0,17052208.0,17052208.0,130563440640
2025-11-03 00:13:00,17055368.0,17055368.0,17055368.0,17055368.0,0
2025-11-03 00:15:00,17064174.0,17064174.0,17064174.0,17064174.0,1377304576
2025-11-03 00:17:00,17066638.0,17066638.0,17066442.0,17066442.0,129404764160
2025-11-03 00:18:00,17061102.0,17061102.0,17061102.0,17061102.0,0
2025-11-03 00:19:00,17059554.0,17059554.0,17059554.0,17059554.0,0
2025-11-03 00:21:00,17056596.0,17056596.0,17044356.0,17044356.0,144039215104
2025-11-03 00:23:00,17039644.0,17039644.0,17039644.0,17039644.0,0
2025-11-03 00:24:00,17035332.0,17035332.0,17035332.0,17035332.0,134741491712
2025-11-03 00:25:00,17037474.0,17037474.0,17037474.0,17037474.0,6518472704
2025-11-03 00:26:00,17034582.0,17034582.0,17027864.0,17027864.0,3492806656
2025-11-03 00:27:00,17022426.0,17022426.0,17022426.0,17022426.0,0
2025-11-03 00:28:00,17014068.0,17014068.0,17014068.0,17014068.0,0
2025-11-03 00:30:00,17014822.0,17014822.0,17008972.0,17008972.0,0
2025-11-03 00:32:00,17010560.0,17010560.0,17008640.0,17008640.0,0
2025-11-03 00:34:00,17006142.0,17006142.0,17006142.0,17006142.0,201326592
2025-11-03 00:35:00,17002458.0,17002458.0,17002458.0,17002458.0,0
2025-11-03 00:38:00,17005004.0,17005004.0,17001492.0,17003698.0,3781689344
2025-11-03 00:39:00,17003470.0,17003470.0,17003470.0,17003470.0,0
2025-11-03 00:41:00,17006860.0,17006860.0,17005548.0,17005548.0,0
2025-11-03 00:43:00,17003348.0,17003348.0,17003348.0,17003348.0,2091384832
2025-11-03 00:44:00,16997008.0,16998234.0,16997008.0,16998234.0,0
2025-11-03 00:46:00,17005656.0,17005656.0,17005656.0,17005656.0,15786311680
2025-11-03 00:47:00,17000166.0,17000166.0,17000166.0,17000166.0,0
2025-11-03 00:48:00,16994126.0,16994126.0,16994126.0,16994126.0,2214068224
2025-11-03 00:49:00,16992516.0,16992516.0,16992516.0,16992516.0,0
2025-11-03 00:50:00,16987098.0,16989884.0,16987098.0,16989884.0,0
2025-11-03 00:52:00,16987122.0,16987122.0,16975318.0,16975318.0,9036627968
2025-11-03 00:53:00,16974602.0,16974602.0,16974602.0,16974602.0,0
2025-11-03 00:54:00,16962806.0,16962806.0,16962806.0,16962806.0,12208046080
2025-11-03 00:55:00,16949810.0,16949810.0,16949810.0,16949810.0,1463287808
2025-11-03 00:56:00,16939518.0,16939518.0,16939518.0,16939518.0,0
2025-11-03 00:57:00,16932194.0,16932194.0,16932194.0,16932194.0,25318391808
2025-11-03 00:59:00,16933828.0,16933828.0,16925670.0,16925670.0,3117416448
2025-11-03 01:01:00,16906938.0,16906938.0,16906938.0,16906938.0,0
2025-11-03 01:02:00,16905706.0,16905706.0,16894108.0,16894108.0,11682709504
2025-11-03 01:04:00,16889308.0,16889308.0,16889308.0,16889308.0,0
2025-11-03 01:05:00,16886742.0,16886742.0,16886742.0,16886742.0,12952010752
2025-11-03 01:06:00,16884140.0,16895126.0,16884140.0,16895126.0,26161971200
2025-11-03 01:07:00,16886494.0,16886494.0,16886494.0,16886494.0,1829765120
2025-11-03 01:08:00,16906352.0,16906352.0,16906352.0,16906352.0,0
2025-11-03 01:09:00,16922502.0,16922502.0,16922502.0,16922502.0,32436649984
2025-11-03 01:10:00,16926822.0,16926822.0,16926822.0,16926822.0,0
2025-11-03 01:11:00,16926404.0,16926404.0,16926404.0,16926404.0,6714556416
