timestamp,equity
2023-01-01 00:00:00,10000.0
2023-01-02 00:00:00,10000.0
2023-01-03 00:00:00,10000.0
2023-01-04 00:00:00,10000.0
2023-01-05 00:00:00,10000.0
2023-01-06 00:00:00,10000.0
2023-01-07 00:00:00,10000.0
2023-01-08 00:00:00,10000.0
2023-01-09 00:00:00,10000.0
2023-01-10 00:00:00,10000.0
2023-01-11 00:00:00,10000.0
2023-01-12 00:00:00,10000.0
2023-01-13 00:00:00,10000.0
2023-01-14 00:00:00,10000.0
2023-01-15 00:00:00,10000.0
2023-01-16 00:00:00,10000.0
2023-01-17 00:00:00,10000.0
2023-01-18 00:00:00,10000.0
2023-01-19 00:00:00,10000.0
2023-01-20 00:00:00,10000.0
2023-01-21 00:00:00,9995.002498750626
2023-01-22 00:00:00,9937.464711576305
2023-01-23 00:00:00,9967.579489186423
2023-01-24 00:00:00,9560.072679494859
2023-01-25 00:00:00,9414.620448018772
2023-01-26 00:00:00,9455.452180465078
2023-01-27 00:00:00,9143.668916680645
2023-01-28 00:00:00,9256.561567298399
2023-01-29 00:00:00,9100.35567549029
2023-01-30 00:00:00,9030.093172517489
2023-01-31 00:00:00,8877.424552950883
2023-02-01 00:00:00,9394.081211927205
2023-02-02 00:00:00,9399.67313604461
2023-02-03 00:00:00,9115.20217212953
2023-02-04 00:00:00,9352.277863595771
2023-02-05 00:00:00,9024.964998288566
2023-02-06 00:00:00,9090.778369720487
2023-02-07 00:00:00,8580.313317628024
2023-02-08 00:00:00,8253.396796956407
2023-02-09 00:00:00,8310.590669040967
2023-02-10 00:00:00,8505.259042433858
2023-02-11 00:00:00,8557.650956159228
2023-02-12 00:00:00,8536.544349649226
2023-02-13 00:00:00,8468.244041724034
2023-02-14 00:00:00,8108.942884225385
2023-02-15 00:00:00,7943.644588932676
2023-02-16 00:00:00,7842.463626335645
2023-02-17 00:00:00,8103.26194473601
2023-02-18 00:00:00,8195.418171449073
2023-02-19 00:00:00,7780.9935357878685
2023-02-20 00:00:00,7864.874290283524
2023-02-21 00:00:00,7782.31681145564
2023-02-22 00:00:00,7633.499761918397
2023-02-23 00:00:00,7782.648568233369
2023-02-24 00:00:00,8035.158288459303
2023-02-25 00:00:00,8271.080077973433
2023-02-26 00:00:00,8073.511976264485
2023-02-27 00:00:00,8006.968343400729
2023-02-28 00:00:00,8095.028504809312
2023-03-01 00:00:00,8343.780927188307
2023-03-02 00:00:00,8232.923983179186
2023-03-03 00:00:00,8195.387252335058
2023-03-04 00:00:00,7935.778164798607
2023-03-05 00:00:00,7663.702467656486
2023-03-06 00:00:00,7860.663302542145
2023-03-07 00:00:00,8195.278480487257
2023-03-08 00:00:00,8185.774983512123
2023-03-09 00:00:00,8444.4031825685
2023-03-10 00:00:00,8545.056746228307
2023-03-11 00:00:00,8389.654710761815
2023-03-12 00:00:00,8489.594464618203
2023-03-13 00:00:00,8899.386394613757
2023-03-14 00:00:00,8898.720912940593
2023-03-15 00:00:00,9335.710247291492
2023-03-16 00:00:00,8638.720705105587
2023-03-17 00:00:00,8863.232857904355
2023-03-18 00:00:00,8895.299511922465
2023-03-19 00:00:00,8824.683798496551
2023-03-20 00:00:00,8857.863497268192
2023-03-21 00:00:00,8353.482583982222
2023-03-22 00:00:00,8306.915587558567
2023-03-23 00:00:00,8404.789722023952
2023-03-24 00:00:00,8794.605918069406
2023-03-25 00:00:00,8667.58723504757
2023-03-26 00:00:00,8468.34975070954
2023-03-27 00:00:00,8350.17873269392
2023-03-28 00:00:00,8591.256562206361
2023-03-29 00:00:00,8685.088073941664
2023-03-30 00:00:00,8556.701135039812
2023-03-31 00:00:00,8698.17085886247
2023-04-01 00:00:00,8732.26759834215
2023-04-02 00:00:00,8998.738795150573
2023-04-03 00:00:00,8820.008562542816
2023-04-04 00:00:00,8742.4719058006
2023-04-05 00:00:00,8648.879126847185
2023-04-06 00:00:00,8285.64321034257
2023-04-07 00:00:00,8367.941293511
2023-04-08 00:00:00,8442.171395522857
2023-04-09 00:00:00,8451.914244879492
2023-04-10 00:00:00,8401.038587434576
2023-04-11 00:00:00,8059.8441274545985
2023-04-12 00:00:00,7966.735876218717
2023-04-13 00:00:00,7893.135219306514
2023-04-14 00:00:00,7713.1379644267545
2023-04-15 00:00:00,7683.58728649575
2023-04-16 00:00:00,7785.072035865731
2023-04-17 00:00:00,8246.53931557391
2023-04-18 00:00:00,8298.136485926845
2023-04-19 00:00:00,8370.867152197014
2023-04-20 00:00:00,8360.549077570553
2023-04-21 00:00:00,7900.775882428986
2023-04-22 00:00:00,7902.392418033256
2023-04-23 00:00:00,7924.604852609982
