timestamp,step,critic_loss,actor_loss,ent_coef,ent_coef_loss,learning_rate,fps,episode_reward_mean,episode_reward_std,episode_length_mean,q_value_mean,q_value_std,q_value_min,q_value_max,total_episodes
2025-10-13T05:31:25.341594,100,,,,,,,,,,,,,,
2025-10-13T05:31:25.406391,200,,,,,,,,,,,,,,
2025-10-13T05:31:25.478994,300,,,,,,,,,,,,,,
2025-10-13T05:31:25.557309,400,,,,,,,,,,,,,,
2025-10-13T05:31:25.635752,500,,,,,,,,,,,,,,
2025-10-13T05:31:27.555627,600,143.93679809570312,-2.706900119781494,-0.048476945608854294,,0.0003,,,,,,,,,
2025-10-13T05:31:29.358699,700,169.83132934570312,-2.9053003787994385,-0.08249951899051666,,0.0003,,,,,,,,,
2025-10-13T05:31:31.125636,800,161.06512451171875,-4.949246883392334,-0.10404900461435318,,0.0003,,,,,,,,,
2025-10-13T05:31:33.188445,900,143.4962158203125,-6.860146999359131,-0.1461765617132187,,0.0003,,,,,,,,,
2025-10-13T05:31:35.258228,1000,138.41098022460938,-9.183647155761719,-0.16764791309833527,,0.0003,,,,,,,,,
2025-10-13T05:31:37.290303,1100,124.67391967773438,-10.280647277832031,-0.19913920760154724,,0.0003,,,,,,,,,
2025-10-13T05:31:39.059213,1200,143.37452697753906,-12.274415016174316,-0.21708844602108002,,0.0003,,,,,,,,,
2025-10-13T05:31:42.995351,1300,167.38604736328125,-14.020505905151367,-0.20162497460842133,,0.0003,,,,,,,,,
2025-10-13T05:31:44.883590,1400,114.6781005859375,-16.253931045532227,-0.24291065335273743,,0.0003,,,,,,,,,
2025-10-13T05:31:46.805497,1500,107.36351776123047,-17.440364837646484,-0.22899486124515533,,0.0003,,,,,,,,,
2025-10-13T05:31:48.704385,1600,101.57725524902344,-19.838481903076172,-0.2755848467350006,,0.0003,,,,,,,,,
2025-10-13T05:31:50.573176,1700,92.94940185546875,-22.710651397705078,-0.2786732017993927,,0.0003,,,,,,,,,
2025-10-13T05:31:52.490160,1800,128.11827087402344,-24.630203247070312,-0.3102649450302124,,0.0003,,,,,,,,,
2025-10-13T05:31:54.477502,1900,89.30911254882812,-26.59091567993164,-0.2987806797027588,,0.0003,,,,,,,,,
2025-10-13T05:31:56.537374,2000,76.66452026367188,-29.628755569458008,-0.248884916305542,,0.0003,,,,,,,,,
2025-10-13T05:31:58.766165,2100,87.22557067871094,-32.114681243896484,-0.2100529819726944,,0.0003,,,,,,,,,
2025-10-13T05:32:00.828521,2200,92.02703857421875,-34.00809097290039,-0.19651015102863312,,0.0003,,,,,,,,,
2025-10-13T05:32:02.899593,2300,84.25914001464844,-37.28195571899414,-0.10490614175796509,,0.0003,,,,,,,,,
2025-10-13T05:32:04.945419,2400,76.27175903320312,-39.60529327392578,-0.2404400259256363,,0.0003,,,,,,,,,
2025-10-13T05:32:07.602885,2500,67.62837219238281,-41.54398727416992,-0.25258204340934753,,0.0003,,,,,,,,,
2025-10-13T05:32:11.624900,2600,73.43170166015625,-44.20146560668945,-0.23546548187732697,,0.0003,,,,,,,,,
2025-10-13T05:32:13.709156,2700,76.7010498046875,-47.527748107910156,-0.16246859729290009,,0.0003,,,,,,,,,
2025-10-13T05:32:15.893968,2800,103.62225341796875,-48.55554962158203,-0.35408663749694824,,0.0003,,,,,,,,,
2025-10-13T05:32:17.988719,2900,44.59872055053711,-51.79475021362305,-0.29039210081100464,,0.0003,,,,,,,,,
2025-10-13T05:32:20.181121,3000,76.49290466308594,-53.95246887207031,-0.23572269082069397,,0.0003,,,,,,,,,
2025-10-13T05:32:22.528867,3100,67.09212493896484,-57.84830093383789,-0.1963559240102768,,0.0003,,,,,,,,,
2025-10-13T05:32:24.623511,3200,69.2983627319336,-59.40520477294922,-0.3360861837863922,,0.0003,,,,,,,,,
2025-10-13T05:32:26.727363,3300,74.02780151367188,-61.39789581298828,-0.22275933623313904,,0.0003,,,,,,,,,
2025-10-13T05:32:28.778700,3400,64.74182891845703,-65.74594116210938,-0.41129031777381897,,0.0003,,,,,,,,,
2025-10-13T05:32:30.908971,3500,69.38777923583984,-66.73387145996094,-0.2775508165359497,,0.0003,,,,,,,,,
2025-10-13T05:32:33.022030,3600,51.414859771728516,-70.53705596923828,-0.5015546679496765,,0.0003,,,,,,,,,
2025-10-13T05:32:35.182678,3700,38.856964111328125,-73.058837890625,-0.44517600536346436,,0.0003,,,,,,,,,
2025-10-13T05:32:37.416647,3800,35.324073791503906,-75.72142791748047,-0.3506797254085541,,0.0003,,,,,,,,,
2025-10-13T05:32:39.529298,3900,28.229629516601562,-79.28144073486328,-0.38188520073890686,,0.0003,,,,,,,,,
2025-10-13T05:32:41.776166,4000,50.128517150878906,-81.2525863647461,-0.27856940031051636,,0.0003,,,,,,,,,
2025-10-13T05:32:44.136838,4100,60.134071350097656,-82.44562530517578,0.011597933247685432,,0.0003,,,,,,,,,
2025-10-13T05:32:46.264527,4200,53.740867614746094,-86.17681884765625,-0.5294960737228394,,0.0003,,,,,,,,,
2025-10-13T05:32:48.347321,4300,57.21015167236328,-88.0422134399414,-0.36061376333236694,,0.0003,,,,,,,,,
2025-10-13T05:32:50.473886,4400,36.180999755859375,-92.10489654541016,-0.499920129776001,,0.0003,,,,,,,,,
2025-10-13T05:32:52.599822,4500,31.17949104309082,-94.25370788574219,-0.19642755389213562,,0.0003,,,,,,,,,
2025-10-13T05:32:54.729873,4600,57.77070617675781,-93.68476104736328,-0.515238881111145,,0.0003,,,,,,,,,
2025-10-13T05:32:56.864345,4700,48.881710052490234,-98.15999603271484,-0.2422538697719574,,0.0003,,,,,,,,,
2025-10-13T05:32:58.986401,4800,65.02930450439453,-100.57762908935547,-0.15389147400856018,,0.0003,,,,,,,,,
2025-10-13T05:33:01.102594,4900,50.765830993652344,-102.2590103149414,-0.40607330203056335,,0.0003,,,,,,,,,
2025-10-13T05:33:03.313857,5000,36.82002258300781,-104.73573303222656,-0.09532800316810608,,0.0003,,,,,,,,,
