timestamp,step,episode_reward,actor_loss,critic_loss,ent_coef,learning_rate,fps,total_episodes
2025-10-23T10:07:02.701794,1000,0,,,,,661.6547141532262,0
2025-10-23T10:07:34.977911,2000,0,223.85552978515625,3344.4296875,0.7659070491790771,,59.19352605808574,0
2025-10-23T10:08:10.797130,3000,0,378.5435791015625,2324.7392578125,0.8916252851486206,,43.099300712637515,0
2025-10-23T10:08:48.009325,4000,0,537.7135620117188,2977.861328125,1.0674989223480225,,37.44655929530969,0
2025-10-23T10:09:27.208954,5000,0,686.5287475585938,2895.330078125,1.2048755884170532,,34.24223132005729,0
2025-10-23T10:09:58.498237,6000,0,838.8260498046875,2448.0595703125,1.2601749897003174,,33.83945791891244,0
2025-10-23T10:10:49.690605,7000,0,921.9420166015625,2721.008544921875,1.3369587659835815,,30.634550098065088,0
2025-10-23T10:11:24.712422,8000,0,1030.6934814453125,2335.617919921875,1.3898892402648926,,30.357997903202595,0
2025-10-23T10:11:47.321211,9000,0,1099.720458984375,2109.4375,1.4318771362304688,,31.45425824183447,0
2025-10-23T10:12:13.565983,10000,0,1251.817626953125,1809.76318359375,1.4328469038009644,,32.01285137493081,0
2025-10-23T10:12:36.336650,11000,0,1282.412109375,2391.0634765625,1.5208485126495361,,32.82159269567371,0
2025-10-23T10:12:59.360377,12000,0,1332.4190673828125,1916.813720703125,1.5284438133239746,,33.50374204442151,0
2025-10-23T10:13:32.289171,13000,0,1357.5146484375,1958.0487060546875,1.5374948978424072,,33.23977295653255,0
2025-10-23T10:13:56.812219,14000,0,1460.9154052734375,1693.88134765625,1.6283639669418335,,33.684552539211616,0
2025-10-23T10:14:25.520065,15000,0,1556.62255859375,1509.4722900390625,1.7196553945541382,,33.75879662788585,0
2025-10-23T10:14:50.103571,16000,0,1598.4781494140625,1448.259033203125,1.8053351640701294,,34.12153810518503,0
2025-10-23T10:15:22.743439,17000,0,1559.5877685546875,2184.630859375,1.8388158082962036,,33.89485886708256,0
2025-10-23T10:15:47.941053,18000,0,1594.763916015625,1890.086181640625,1.8855310678482056,,34.17183278872124,0
2025-10-23T10:16:40.559048,19000,0,1634.878662109375,1321.623046875,1.911773681640625,,32.79443313566509,0
2025-10-23T10:17:25.923499,20000,0,1719.54931640625,2022.1365966796875,1.9439457654953003,,32.01372398637294,0
2025-10-23T10:18:14.730043,21000,0,1728.5081787109375,1926.60791015625,1.960736870765686,,31.178659636016235,0
2025-10-23T10:18:41.523113,22000,0,1750.0140380859375,1555.5682373046875,2.051602840423584,,31.413686573879538,0
2025-10-23T10:19:27.212036,23000,0,1722.633544921875,1895.6190185546875,2.0480620861053467,,30.830289092243422,0
2025-10-23T10:20:27.463499,24000,0,1709.814697265625,1558.70263671875,2.068420171737671,,29.76662874959188,0
2025-10-23T10:21:06.628446,25000,0,1860.607421875,2067.044921875,2.124723434448242,,29.570540521368052,0
2025-10-23T10:21:37.560117,26000,0,1880.572509765625,1542.0877685546875,2.195081949234009,,29.66791271347759,0
2025-10-23T10:22:22.432425,27000,0,1780.098876953125,1504.9033203125,2.2613706588745117,,29.30832399593644,0
2025-10-23T10:23:05.923251,28000,0,1804.137451171875,2234.45263671875,2.3035824298858643,,29.02363999894241,0
2025-10-23T10:23:45.487804,29000,0,1812.62548828125,1863.790771484375,2.2955539226531982,,28.875966938563874,0
2025-10-23T10:24:08.474028,30000,0,1800.1297607421875,1546.9111328125,2.3685786724090576,,29.20328761645783,0
2025-10-23T10:24:34.494501,31000,0,1901.92626953125,2126.3564453125,2.37568736076355,,29.43125318706959,0
2025-10-23T10:24:56.146592,32000,0,1910.7840576171875,2281.825439453125,2.408457040786743,,29.768711208169822,0
2025-10-23T10:25:21.324421,33000,0,2015.5948486328125,1399.00390625,2.3893277645111084,,29.996400504288676,0
