timestamp,step,episode_reward,actor_loss,critic_loss,ent_coef,learning_rate,fps,total_episodes
2025-10-23T10:25:43.553663,34000,0,1908.22216796875,1699.616455078125,2.422649383544922,,30.293277277008347,0
2025-10-23T10:26:05.175281,35000,0,1868.5582275390625,1837.3160400390625,2.39805006980896,,30.594890881783087,0
2025-10-23T10:26:31.422277,36000,0,1822.01513671875,2125.476806640625,2.379815101623535,,30.763187366739214,0
2025-10-23T10:26:53.222673,37000,0,1902.539794921875,2278.9248046875,2.4261155128479004,,31.039506892391504,0
2025-10-23T10:27:14.861950,38000,0,1844.7791748046875,2166.273681640625,2.3732006549835205,,31.31000614565499,0
2025-10-23T10:27:40.106478,39000,0,1908.7769775390625,1880.286865234375,2.3705618381500244,,31.47918138619452,0
2025-10-23T10:28:01.962559,40000,0,1982.65576171875,1554.59326171875,2.385270833969116,,31.72665224783615,0
2025-10-23T10:28:26.991196,41000,0,1913.208251953125,2518.681640625,2.4735214710235596,,31.886818678310846,0
2025-10-23T10:28:48.850878,42000,0,1945.9404296875,1427.941650390625,2.41076922416687,,32.118503206831406,0
2025-10-23T10:29:10.562440,43000,0,1951.9376220703125,1624.9659423828125,2.4533543586730957,,32.34617344630349,0
2025-10-23T10:29:35.514590,44000,0,1758.5501708984375,1418.6533203125,2.4745161533355713,,32.488601288165334,0
2025-10-23T10:29:57.295782,45000,0,1838.5079345703125,2330.96484375,2.459956645965576,,32.701060792303736,0
2025-10-23T10:30:23.970818,46000,0,1799.057373046875,1569.452392578125,2.4420740604400635,,32.792088306188326,0
2025-10-23T10:30:45.723035,47000,0,1855.313720703125,1458.72509765625,2.531543731689453,,32.99334732078703,0
2025-10-23T10:31:07.553791,48000,0,1845.159912109375,1882.033935546875,2.4983885288238525,,33.186753310662034,0
2025-10-23T10:31:32.549471,49000,0,1838.1370849609375,1630.6937255859375,2.5178987979888916,,33.302612455439125,0
2025-10-23T10:31:54.354305,50000,0,1810.7559814453125,2399.71630859375,2.531888008117676,,33.486032401525726,0
