timestamp,step,episode_reward,actor_loss,critic_loss,ent_coef,learning_rate,fps,total_episodes
2025-10-23T09:31:01.776212,1000,0,,,,,642.8034374771073,0
2025-10-23T09:31:40.120964,2000,0,235.80613708496094,2621.3681640625,0.8492088913917542,,50.121005253158636,0
2025-10-23T09:32:15.944167,3000,0,457.3846130371094,2765.28271484375,0.7924134135246277,,39.61618134385191,0
2025-10-23T09:32:57.626179,4000,0,624.8516845703125,2652.18701171875,0.8153924942016602,,34.069041395232766,0
2025-10-23T09:33:36.896338,5000,0,783.072021484375,2764.56396484375,0.9164393544197083,,31.912421400320493,0
2025-10-23T09:34:11.832111,6000,0,902.597900390625,2623.54345703125,1.0297421216964722,,31.313020678884723,0
2025-10-23T09:34:50.183664,7000,0,1024.1632080078125,2458.130859375,1.1185442209243774,,30.43939722157091,0
2025-10-23T09:35:28.651647,8000,0,1141.8155517578125,1991.091796875,1.2191104888916016,,29.802582769026465,0
2025-10-23T09:36:07.422392,9000,0,1257.80078125,1785.7406005859375,1.256574034690857,,29.296506541045538,0
2025-10-23T09:36:43.618815,10000,0,1351.261962890625,2384.83935546875,1.277673602104187,,29.120536118729987,0
2025-10-23T09:37:29.132908,11000,0,1411.0269775390625,2369.13232421875,1.3072601556777954,,28.283860400422288,0
2025-10-23T09:38:12.045136,12000,0,1478.9827880859375,2129.279296875,1.3286298513412476,,27.788867471494036,0
2025-10-23T09:38:50.542800,13000,0,1579.4375,1212.5406494140625,1.37727689743042,,27.640504508015084,0
2025-10-23T09:39:27.993022,14000,0,1621.291748046875,1564.3642578125,1.3890025615692139,,27.571294279808562,0
2025-10-23T09:40:01.973590,15000,0,1666.2930908203125,1953.011962890625,1.4090172052383423,,27.687789461134546,0
2025-10-23T09:40:42.175694,16000,0,1787.27197265625,1765.5400390625,1.4383537769317627,,27.493432475545216,0
2025-10-23T09:41:18.039823,17000,0,1874.0830078125,1468.98583984375,1.4591721296310425,,27.51604837816597,0
2025-10-23T09:42:03.521093,18000,0,1903.449951171875,1609.9237060546875,1.4707913398742676,,27.136937509270407,0
2025-10-23T09:42:55.854657,19000,0,1885.6724853515625,1252.33203125,1.4875500202178955,,26.5498057041631,0
2025-10-23T09:43:39.551493,20000,0,1946.5714111328125,1700.5989990234375,1.5115399360656738,,26.3389412969561,0
2025-10-23T09:44:08.852634,21000,0,1932.286865234375,1998.898681640625,1.531174898147583,,26.62831847578196,0
2025-10-23T09:44:54.824400,22000,0,2004.027587890625,2372.24267578125,1.5390373468399048,,26.359747603353505,0
2025-10-23T09:45:49.437293,23000,0,2061.550048828125,1728.826171875,1.5486018657684326,,25.865401185209787,0
2025-10-23T09:46:45.654431,24000,0,1995.217041015625,2086.05419921875,1.5580713748931885,,25.385115996317648,0
2025-10-23T09:47:32.876307,25000,0,2116.299560546875,1338.849853515625,1.5838931798934937,,25.184938725773225,0
2025-10-23T09:48:12.061574,26000,0,2129.416259765625,1834.742431640625,1.6405448913574219,,25.19765536262041,0
2025-10-23T09:48:47.305700,27000,0,2031.39013671875,1662.4150390625,1.7060856819152832,,25.30252527858862,0
2025-10-23T09:49:40.692543,28000,0,2174.078369140625,1589.05029296875,1.7396681308746338,,24.989646944417487,0
2025-10-23T09:50:25.507928,29000,0,2180.38330078125,1783.74951171875,1.7908153533935547,,24.886543216447603,0
2025-10-23T09:51:17.570155,30000,0,2216.81787109375,1817.439697265625,1.817419171333313,,24.64368070194988,0
2025-10-23T09:52:05.629772,31000,0,2172.267333984375,1539.528564453125,1.8303000926971436,,24.498091206462604,0
2025-10-23T09:52:55.930807,32000,0,2121.8564453125,1878.7481689453125,1.8569092750549316,,24.32146401817954,0
2025-10-23T09:53:28.092881,33000,0,2177.32421875,1327.924072265625,1.9079501628875732,,24.483012535938077,0
2025-10-23T09:54:04.026566,34000,0,2170.654296875,1619.2843017578125,1.9390419721603394,,24.569917436631485,0
2025-10-23T09:54:46.739739,35000,0,2124.459228515625,1895.89306640625,2.007711172103882,,24.535246278200496,0
2025-10-23T09:55:22.663668,36000,0,2225.27490234375,1538.766357421875,2.0490777492523193,,24.616358864923964,0
2025-10-23T09:56:15.982021,37000,0,2229.580322265625,1721.552001953125,2.109395980834961,,24.410172937006994,0
2025-10-23T09:56:45.861481,38000,0,2180.74365234375,1826.3228759765625,2.137133836746216,,24.585269968539674,0
2025-10-23T09:57:43.845260,39000,0,2085.04248046875,1640.2552490234375,2.2200706005096436,,24.319904358859695,0
2025-10-23T09:58:26.471322,40000,0,2151.21826171875,1660.46533203125,2.2901813983917236,,24.297642227864877,0
2025-10-23T09:59:25.564731,41000,0,2104.71826171875,1677.35595703125,2.3364574909210205,,24.042067360131423,0
2025-10-23T10:00:11.286444,42000,0,2088.019775390625,1833.6151123046875,2.371142864227295,,23.98540439607232,0
2025-10-23T10:01:04.268320,43000,0,2058.132080078125,2118.56640625,2.400310516357422,,23.835288712013597,0
2025-10-23T10:01:38.231955,44000,0,2137.70947265625,1787.352294921875,2.476752758026123,,23.938915507574183,0
2025-10-23T10:02:16.259122,45000,0,2053.148681640625,1213.5115966796875,2.5238165855407715,,23.986739035978015,0
2025-10-23T10:02:55.186882,46000,0,2081.727783203125,1739.22021484375,2.5695531368255615,,24.02130976534904,0
2025-10-23T10:03:31.665483,47000,0,2098.60791015625,1434.3525390625,2.574591875076294,,24.084717334571856,0
2025-10-23T10:04:10.626719,48000,0,2134.58056640625,1862.9857177734375,2.640547752380371,,24.115680629974825,0
2025-10-23T10:04:45.058840,49000,0,2036.858154296875,2045.0145263671875,2.633800983428955,,24.199475106936426,0
2025-10-23T10:05:35.857391,50000,0,2038.6097412109375,1828.204833984375,2.692155361175537,,24.088996759196977,0
