portfolio_value,action
1000000.0,0.016402006
1000000.0,0.08159149
1000000.0,-0.076708615
1000000.0,0.034447074
1000000.0,-0.0033265948
1000000.0,0.048276424
1000000.0,0.033314586
1000000.0,0.006256938
1000000.0,-0.10645479
1000000.0,0.009861827
1000000.0,0.08400345
1000000.0,-0.096080124
1000000.0,0.07552683
1000000.0,-0.10106212
1000000.0,0.028281927
1000000.0,-0.028725207
1000000.0,-0.03158605
1000000.0,-0.032752514
1000000.0,-0.08400166
1000000.0,0.027577758
1000000.0,0.02385068
1000000.0,0.087292194
1000000.0,-0.05785221
1000000.0,0.06664693
1000000.0,-0.009955287
1000000.0,0.15262377
1000000.0,-0.040460765
1000000.0,-0.0074994564
1000000.0,-0.010319054
1000000.0,0.01984024
1000000.0,0.09903848
1000000.0,-0.11938816
1000000.0,-0.07085085
1000000.0,-0.02306217
1000000.0,0.034903884
1000000.0,-0.018117666
1000000.0,0.04194343
1000000.0,0.11708987
1000000.0,0.030734539
1000000.0,0.03766942
1000000.0,0.022479653
1000000.0,0.06588459
1000000.0,0.055253625
1000000.0,0.0308249
1000000.0,-0.06534511
1000000.0,0.024635196
1000000.0,-0.0036301017
1000000.0,0.0039110184
1000000.0,-0.013478398
1000000.0,-0.004725039
1000000.0,0.040832877
1000000.0,0.032150388
1000000.0,0.00018203259
1000000.0,0.084012985
1000000.0,0.05859971
1000000.0,0.00059068203
1000000.0,0.047863364
1000000.0,-0.10176319
1000000.0,0.047195554
1000000.0,-0.020905495
1000000.0,-0.027483284
1000000.0,0.021239042
1000000.0,-0.09086597
1000000.0,0.07080901
1000000.0,-0.083444774
1000000.0,-0.07886338
1000000.0,0.030004501
1000000.0,-0.02132225
1000000.0,-0.025761306
1000000.0,0.06112516
1000000.0,-0.014211893
1000000.0,0.06534159
1000000.0,0.002740264
1000000.0,-0.051391006
1000000.0,-0.013067603
1000000.0,-0.017797291
1000000.0,-0.049313486
1000000.0,0.068250656
1000000.0,0.008993149
1000000.0,0.06674826
1000000.0,0.055039525
1000000.0,0.10311031
1000000.0,0.06975806
1000000.0,0.05861628
1000000.0,-0.024033844
1000000.0,-0.02821219
1000000.0,-0.04040718
1000000.0,0.064303875
1000000.0,-0.016345501
1000000.0,0.113208175
1000000.0,-0.07068926
1000000.0,0.034437895
1000000.0,-0.03731686
1000000.0,-0.07002455
1000000.0,-0.07579154
1000000.0,-0.035677075
1000000.0,-0.04856199
1000000.0,0.058849216
1000000.0,0.0030745268
1000000.0,0.0116814375
1000000.0,0.004668474
1000000.0,0.10720229
1000000.0,0.10495615
1000000.0,-0.038491726
1000000.0,-0.008511007
1000000.0,0.056246042
1000000.0,-0.0098180175
1000000.0,0.052693367
1000000.0,-0.0016992688
1000000.0,0.061599016
1000000.0,-0.018155992
1000000.0,0.01943326
1000000.0,-0.105486214
1000000.0,-0.12822592
1000000.0,-0.053798914
1000000.0,0.04749465
1000000.0,0.06255853
1000000.0,-0.056977093
1000000.0,-0.019700468
1000000.0,-0.12788105
1000000.0,0.041997552
1000000.0,-0.021790087
1000000.0,-0.038667798
1000000.0,-0.020004094
1000000.0,-0.13151729
1000000.0,0.062380314
1000000.0,0.20279813
1000000.0,0.0074658394
1000000.0,-0.061633527
1000000.0,0.05468166
1000000.0,0.0013902187
1000000.0,0.010946989
1000000.0,-0.042997956
1000000.0,0.04539478
1000000.0,0.008691072
1000000.0,0.14927065
1000000.0,0.067166805
1000000.0,-0.086144924
1000000.0,0.09309316
1000000.0,0.0018699169
1000000.0,0.032132268
1000000.0,-0.12021971
1000000.0,0.01386261
1000000.0,-0.07530749
1000000.0,0.055796623
1000000.0,0.12415445
1000000.0,0.023599148
1000000.0,0.019348145
1000000.0,-0.013415396
1000000.0,-0.0026242137
1000000.0,0.0076699257
1000000.0,0.07572365
1000000.0,0.112463236
1000000.0,0.011125803
1000000.0,-0.011314213
1000000.0,-0.010411441
1000000.0,0.12947202
1000000.0,0.07714665
1000000.0,-0.05450183
1000000.0,-0.09434521
1000000.0,0.066881776
1000000.0,0.16837788
1000000.0,0.06339896
1000000.0,0.05289054
1000000.0,-0.008699477
1000000.0,-0.120649934
1000000.0,-0.079842746
1000000.0,-0.09026396
1000000.0,0.045706987
1000000.0,-0.03632188
1000000.0,0.059149504
1000000.0,-0.005918622
1000000.0,-0.043801963
1000000.0,-0.00042414665
1000000.0,0.025135517
1000000.0,0.04428661
1000000.0,-0.0039061904
1000000.0,-0.041533887
1000000.0,0.08796525
1000000.0,-0.1380344
1000000.0,-0.18057793
1000000.0,-0.027462542
1000000.0,-0.08668959
1000000.0,-0.07595372
1000000.0,0.057828903
1000000.0,-0.036548138
1000000.0,0.0189718
1000000.0,-0.038363516
1000000.0,-0.048736513
1000000.0,0.09163368
1000000.0,0.057524443
1000000.0,-0.043713212
1000000.0,0.018628836
1000000.0,-0.008613586
1000000.0,-0.037632585
1000000.0,-0.041695774
1000000.0,-0.07260084
1000000.0,0.040075064
1000000.0,0.024652123
1000000.0,-0.053900003
1000000.0,0.03745854
1000000.0,0.012377739
1000000.0,0.05379963
1000000.0,0.026624918
1000000.0,0.006288171
1000000.0,-0.02810955
1000000.0,0.08180928
1000000.0,0.049886465
1000000.0,-0.0718227
1000000.0,-0.10325557
1000000.0,-0.046982527
1000000.0,0.020854473
1000000.0,-0.024081051
1000000.0,0.047926784
1000000.0,0.18556786
1000000.0,0.067153096
1000000.0,-0.0029617548
1000000.0,0.052463293
1000000.0,-0.066206396
1000000.0,0.029022574
1000000.0,-0.0053203106
1000000.0,-0.13660026
1000000.0,0.10909128
1000000.0,-0.070347786
1000000.0,0.010915995
1000000.0,0.034512043
1000000.0,-0.08440626
1000000.0,0.0997715
1000000.0,0.023157716
1000000.0,0.23537934
1000000.0,-0.08816004
1000000.0,-0.009566784
1000000.0,-0.12839538
1000000.0,0.20923984
1000000.0,-0.017278016
1000000.0,-0.053897858
1000000.0,-0.056562483
1000000.0,-0.029201686
1000000.0,-0.058653116
1000000.0,0.07778394
1000000.0,-0.018560886
1000000.0,0.018244624
1000000.0,0.02864337
1000000.0,-0.007535517
1000000.0,0.0008889437
1000000.0,0.0039362907
1000000.0,-0.05482185
1000000.0,-0.033822417
1000000.0,-0.049981415
1000000.0,0.0018553734
1000000.0,0.045664072
1000000.0,0.012508154
1000000.0,-0.03626412
1000000.0,0.036682844
1000000.0,0.064947486
1000000.0,-0.01755035
1000000.0,-0.029792964
1000000.0,-0.05539757
1000000.0,-0.16471082
1000000.0,0.052179694
1000000.0,0.07355869
1000000.0,0.051598907
1000000.0,0.0397985
1000000.0,-0.039261818
1000000.0,-0.10515159
1000000.0,-0.10612297
1000000.0,0.09577751
1000000.0,0.0101264715
1000000.0,0.1015445
1000000.0,0.14758301
1000000.0,0.037023425
1000000.0,0.14385927
1000000.0,0.18446612
1000000.0,0.014581919
1000000.0,-0.060018897
1000000.0,0.12675607
1000000.0,0.00911355
1000000.0,0.015726566
1000000.0,-0.005964339
1000000.0,0.02011776
1000000.0,-0.07990253
1000000.0,-0.0020391345
1000000.0,0.0065259933
1000000.0,-0.13484436
1000000.0,0.16409957
1000000.0,0.033044815
1000000.0,-0.20894903
1000000.0,0.11464274
1000000.0,-0.07610953
1000000.0,-0.009263575
1000000.0,0.04850614
1000000.0,0.008666635
1000000.0,0.013372064
1000000.0,0.09839785
1000000.0,-0.018620431
1000000.0,0.03498292
1000000.0,-0.057593882
1000000.0,-0.08664489
1000000.0,-0.07945639
1000000.0,-0.09388751
1000000.0,0.041187406
1000000.0,-0.018355012
1000000.0,-0.09266448
1000000.0,-0.110158265
1000000.0,-0.034698486
1000000.0,-0.041038454
1000000.0,0.07538915
1000000.0,-0.015285671
1000000.0,0.004724741
1000000.0,0.1728853
1000000.0,0.03266132
1000000.0,0.09972966
1000000.0,-0.023583949
1000000.0,0.025867224
1000000.0,-0.08707595
1000000.0,-0.0043589473
1000000.0,-0.02597928
1000000.0,0.030763388
1000000.0,-9.512901e-05
1000000.0,0.0041565895
1000000.0,0.094597936
1000000.0,0.021531463
1000000.0,0.082169056
1000000.0,-0.045962155
1000000.0,-0.17263919
1000000.0,0.058116198
1000000.0,-0.040308
1000000.0,-0.051927626
1000000.0,0.06822848
1000000.0,-0.05925566
1000000.0,-0.019863725
1000000.0,0.026298165
1000000.0,-0.105780184
1000000.0,0.07618439
1000000.0,-0.016738832
1000000.0,0.060298085
1000000.0,-0.02519691
1000000.0,-0.07428706
1000000.0,0.00043034554
1000000.0,-0.017285585
1000000.0,-0.0918116
1000000.0,-0.040299475
1000000.0,-0.06499195
1000000.0,0.039837003
1000000.0,-0.0053314567
1000000.0,-0.006241858
1000000.0,0.032655597
1000000.0,-0.0618369
1000000.0,0.008069158
1000000.0,-0.117109776
1000000.0,-0.005024016
1000000.0,-0.0629586
1000000.0,-0.07852864
1000000.0,-0.060548484
1000000.0,0.014943123
1000000.0,-0.02239132
1000000.0,-0.044614673
1000000.0,-0.059698224
1000000.0,-0.010993242
1000000.0,-0.08929765
1000000.0,0.032426953
1000000.0,-0.056868732
1000000.0,-0.102208555
1000000.0,0.012588382
1000000.0,0.14591753
1000000.0,0.06048298
1000000.0,0.13909626
1000000.0,0.2166996
1000000.0,-0.09181106
1000000.0,0.112567306
1000000.0,-0.08283585
1000000.0,0.14071476
1000000.0,-0.013226211
1000000.0,-0.07460135
1000000.0,0.036490083
1000000.0,0.04371643
1000000.0,0.021457195
1000000.0,0.014537215
1000000.0,0.0046066046
1000000.0,-0.0346238
1000000.0,-0.017406344
1000000.0,0.06013012
1000000.0,-0.06797814
1000000.0,-0.14145982
1000000.0,-0.18940878
1000000.0,-0.073234916
1000000.0,0.019670129
1000000.0,-0.049539685
1000000.0,0.17634583
1000000.0,-0.111724496
1000000.0,0.0625608
1000000.0,0.0039349794
1000000.0,0.02639699
1000000.0,-0.081462145
1000000.0,-0.0042759776
1000000.0,0.08522165
1000000.0,0.037973523
1000000.0,-0.024722219
1000000.0,0.024481535
1000000.0,0.004271984
1000000.0,0.013460755
1000000.0,0.047232866
1000000.0,-0.05771643
1000000.0,0.118419886
1000000.0,0.049740672
1000000.0,0.016302228
1000000.0,0.012719512
1000000.0,-0.053166807
1000000.0,0.05763626
1000000.0,-0.036043346
1000000.0,-0.054621696
1000000.0,0.050143003
1000000.0,-0.13767052
1000000.0,-0.032254755
1000000.0,0.0466727
1000000.0,0.04386604
1000000.0,0.0017039776
1000000.0,-0.19040096
1000000.0,0.09116411
1000000.0,0.09055483
1000000.0,-0.05186987
1000000.0,-0.11917758
1000000.0,-0.16669118
1000000.0,0.03577602
1000000.0,-0.093346715
1000000.0,-0.053794146
1000000.0,-0.018073082
1000000.0,-0.19333297
1000000.0,-0.15192854
1000000.0,-0.19279665
1000000.0,-0.13928771
1000000.0,-0.04828638
1000000.0,-0.0873723
1000000.0,-0.061655283
1000000.0,-0.045313954
1000000.0,-0.0031551123
1000000.0,0.007161498
1000000.0,0.0024147034
1000000.0,0.08028746
1000000.0,-0.029258192
1000000.0,-0.018997133
1000000.0,0.015493751
1000000.0,0.032052398
1000000.0,-0.055401623
1000000.0,-0.010024786
1000000.0,-0.034741223
1000000.0,0.026704907
1000000.0,0.0969069
1000000.0,-0.056266546
1000000.0,-0.03322625
1000000.0,0.029782295
1000000.0,0.01355505
1000000.0,0.018120527
1000000.0,-0.030267298
1000000.0,0.13139057
1000000.0,-0.10484815
1000000.0,-0.12427908
1000000.0,-0.10726273
1000000.0,0.00012302399
1000000.0,0.014806509
1000000.0,-0.03137654
1000000.0,-0.033870757
1000000.0,-0.07694149
1000000.0,0.075500965
1000000.0,0.060105205
1000000.0,0.069154024
1000000.0,-0.026576579
1000000.0,-0.081089914
1000000.0,0.019784689
1000000.0,-0.056638837
1000000.0,-0.08595586
1000000.0,-0.08840072
1000000.0,0.083111286
1000000.0,0.07906127
1000000.0,0.055139422
1000000.0,-0.168877
1000000.0,-0.0849731
1000000.0,0.064438105
1000000.0,0.09616506
1000000.0,0.039126635
1000000.0,0.016126156
1000000.0,-0.07055855
1000000.0,0.17413008
1000000.0,0.028381944
1000000.0,0.032150745
1000000.0,0.008853674
1000000.0,-0.005165279
1000000.0,-0.1266048
1000000.0,0.005948782
1000000.0,-0.10798484
1000000.0,-0.029444098
1000000.0,0.07033861
1000000.0,-0.0017700791
1000000.0,-0.05388069
1000000.0,-0.029527485
1000000.0,0.0574857
1000000.0,0.09026849
1000000.0,0.17486525
1000000.0,0.2001729
1000000.0,0.098397136
1000000.0,0.010148168
1000000.0,-0.020350993
1000000.0,-0.025511026
1000000.0,0.031183362
1000000.0,0.072860956
1000000.0,-0.02366227
1000000.0,0.01858151
1000000.0,0.02635634
1000000.0,0.090010285
1000000.0,-0.0018802285
1000000.0,-0.10155481
1000000.0,0.11147356
1000000.0,-0.019423246
1000000.0,0.02836001
1000000.0,0.057658315
1000000.0,0.012284279
1000000.0,-0.1298629
1000000.0,0.04113233
1000000.0,-0.028357148
1000000.0,0.06838775
1000000.0,0.03764975
1000000.0,0.06415558
1000000.0,0.035420537
1000000.0,-0.035070658
1000000.0,0.0769465
1000000.0,0.17240882
1000000.0,0.06754863
1000000.0,0.03833306
1000000.0,0.12381601
1000000.0,-0.007187128
1000000.0,0.085838914
1000000.0,-0.019747913
1000000.0,-0.011463046
1000000.0,-0.012468517
1000000.0,0.06349778
1000000.0,-0.06109339
1000000.0,-0.014005125
1000000.0,0.078807235
1000000.0,0.16813135
1000000.0,0.06834674
1000000.0,-0.078216314
1000000.0,0.098631024
1000000.0,0.002303362
1000000.0,0.15984511
1000000.0,0.00084650517
1000000.0,0.068151355
1000000.0,0.089595795
1000000.0,0.059039712
1000000.0,0.08823812
1000000.0,0.08228576
1000000.0,0.09530306
1000000.0,0.11458337
1000000.0,0.10258138
1000000.0,0.17791605
1000000.0,-0.06880349
1000000.0,-0.019363761
1000000.0,0.0044510365
1000000.0,0.015001893
1000000.0,0.09973776
1000000.0,-0.10672665
1000000.0,0.0840466
1000000.0,-0.03184277
1000000.0,-0.077218294
1000000.0,0.040421724
1000000.0,-0.004247904
1000000.0,-0.15331787
1000000.0,-0.006661892
1000000.0,0.06828642
1000000.0,0.011552095
1000000.0,0.024363995
1000000.0,0.060455203
1000000.0,-0.12840408
1000000.0,-0.12303859
1000000.0,-0.14511019
1000000.0,0.051747084
1000000.0,0.08030403
1000000.0,0.042601824
1000000.0,0.16662169
1000000.0,0.1706829
1000000.0,0.10906541
1000000.0,-0.056150496
1000000.0,0.10929608
1000000.0,0.08320451
1000000.0,0.022438407
1000000.0,-0.0009550452
1000000.0,-0.029922307
1000000.0,-0.08763659
1000000.0,0.057644606
1000000.0,0.12730908
1000000.0,-0.01762402
1000000.0,0.123226404
1000000.0,0.122095585
1000000.0,0.12064171
1000000.0,0.10196686
1000000.0,0.09613025
1000000.0,0.08117628
1000000.0,0.13470471
1000000.0,0.1112144
1000000.0,0.06048715
1000000.0,-0.004910171
1000000.0,0.13778901
1000000.0,0.015964985
1000000.0,0.014358163
1000000.0,0.07802427
1000000.0,-0.03658074
1000000.0,0.066239
1000000.0,0.0899241
1000000.0,0.08106172
1000000.0,0.086613774
1000000.0,0.16261113
1000000.0,0.080708385
1000000.0,0.06330407
1000000.0,0.0023907423
1000000.0,-0.04297501
1000000.0,0.05193603
1000000.0,-0.019929707
1000000.0,0.06401062
1000000.0,-0.14085686
1000000.0,-0.0332852
1000000.0,0.066141725
1000000.0,-0.0026454926
1000000.0,-0.008240461
1000000.0,-0.07120496
1000000.0,0.10269761
1000000.0,-0.08455831
1000000.0,-0.0798766
1000000.0,-0.0884732
1000000.0,0.020727277
1000000.0,-0.17874563
1000000.0,-0.033399105
1000000.0,0.046225667
1000000.0,-0.0103548765
1000000.0,-0.011903346
1000000.0,-0.03091532
1000000.0,0.052196145
1000000.0,0.03426242
1000000.0,0.035458326
1000000.0,0.056301236
1000000.0,0.08339894
1000000.0,0.16980827
1000000.0,0.085219145
1000000.0,0.042937517
1000000.0,-0.08473849
1000000.0,0.03994429
1000000.0,0.10702145
