ts,pair,side,rsi,sma_short,sma_long,price,qty,pnl,win,source,ADX,ATR,ATR_simplified,BB_Lower,BB_Middle,BB_Position,BB_Upper,BB_Width,CCI,DOW,Donchian_Pos_20,Donchian_Slope_20,Donchian_Width_Rel_20,EMACross_Diff,EMACross_Signal,HV,HeikinAshi_Close,HeikinAshi_High,HeikinAshi_Low,HeikinAshi_Open,HourOfDay,Ichimoku_Chikou,Ichimoku_Cloud_Thickness,Ichimoku_Composite_Signal,Ichimoku_Cross,Ichimoku_Diff_Norm,Ichimoku_Kijun,Ichimoku_Price_Cloud_Distance,Ichimoku_Senkou_A,Ichimoku_Senkou_B,Ichimoku_Tenkan,Ichimoku_Trend,KAMA,Kalman_Estimate,Kalman_Residual,Kalman_Residual_Norm,MACD,MFI,MinusDI,OBV,PlusDI,PriceVolumeCorr,ROC,RSI,ReturnMA_Medium,ReturnMA_Short,ReturnStdDev,Stochastic,Supertrend,Supertrend_Direction,TEMA,VWAP,ZScore,atr_10,close,ema_5,high,low,open,rolling_mean_20,timestamp,volume
2025-09-26 00:10:00,BTC/JPY,buy,50.0,16385582.2,50.0,16384668.0,0.001,0.0,1,yahoo_finance_real,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,16384668.0,16384668.0,16384668.0,16384668.0,0,16384668.0,0.0,0,0,0.0,16384668.0,0.0,16384668.0,16384668.0,16384668.0,0,16384668.0,16384668.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,16384668.0,0,16384668.0,16384668.0,0.0,0.0,16384668.0,16385582.2,16384668.0,16384668.0,16384668.0,50.0,2025-09-26 00:10:00,2582642688.0
2025-09-26 00:11:00,BTC/JPY,sell,50.0,16389086.8,50.0,16394548.0,0.001,0.0,1,yahoo_finance_real,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,16394548.0,16394548.0,16394548.0,16394548.0,0,16394548.0,0.0,0,0,0.0,16394548.0,0.0,16394548.0,16394548.0,16394548.0,0,16394548.0,16394548.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,16394548.0,0,16394548.0,16394548.0,0.0,0.0,16394548.0,16389086.8,16394548.0,16394548.0,16394548.0,50.0,2025-09-26 00:11:00,4963958784.0
2025-09-26 00:13:00,BTC/JPY,buy,50.0,16390630.6,50.0,16394153.0,0.001,0.0,1,yahoo_finance_real,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,16394153.0,16394153.0,16394153.0,16394153.0,0,16394153.0,0.0,0,0,0.0,16394153.0,0.0,16394153.0,16394153.0,16394153.0,0,16394153.0,16394153.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,16394153.0,0,16394153.0,16394153.0,0.0,0.0,16394153.0,16390630.6,16394153.0,16394153.0,16394153.0,50.0,2025-09-26 00:13:00,0.0
2025-09-26 00:14:00,BTC/JPY,sell,66.93787710685302,16388657.8,50.0,16386457.0,0.001,0.0,1,yahoo_finance_real,0.0,7905.214285714285,7905.214285714285,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,16386457.0,16386457.0,16386457.0,16386457.0,0,16386457.0,0.0,0,0,0.0,16386457.0,0.0,16386457.0,16386457.0,16386457.0,0,16386457.0,16386457.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,66.93787710685302,0.0,0.0,0.0,84.20445810914681,16386457.0,0,16386457.0,16386457.0,0.0,7905.214285714285,16386457.0,16388657.8,16386457.0,16386457.0,16386457.0,50.0,2025-09-26 00:14:00,0.0
2025-09-26 00:15:00,BTC/JPY,buy,66.33872480562124,16389142.0,50.0,16385884.0,0.001,0.0,1,yahoo_finance_real,0.0,7381.484693877551,7381.484693877551,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,16385884.0,16385884.0,16385884.0,16385884.0,0,16385884.0,0.0,0,0,0.0,16385884.0,0.0,16385884.0,16385884.0,16385884.0,0,16385884.0,16385884.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,66.33872480562124,0.0,0.0,0.0,83.28689469638739,16385884.0,0,16385884.0,16385884.0,0.0,7381.484693877551,16385884.0,16389142.0,16385884.0,16385884.0,16385884.0,50.0,2025-09-26 00:15:00,0.0
2025-09-26 00:16:00,BTC/JPY,sell,67.05532853515109,16389643.8,50.0,16387177.0,0.001,0.0,1,yahoo_finance_real,0.0,6946.592930029155,6946.592930029155,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,16387177.0,16387177.0,16387177.0,16387177.0,0,16387177.0,0.0,0,0,0.0,16387177.0,0.0,16387177.0,16387177.0,16387177.0,0,16387177.0,16387177.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,67.05532853515109,0.0,0.0,0.0,84.35130833604299,16387177.0,0,16387177.0,16387177.0,0.0,6946.592930029155,16387177.0,16389643.8,16387177.0,16387177.0,16387177.0,50.0,2025-09-26 00:16:00,894435328.0
2025-09-26 00:17:00,BTC/JPY,buy,59.505114160224856,16386738.4,50.0,16380021.0,0.001,0.0,1,yahoo_finance_real,0.0,6961.550577884214,6961.550577884214,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,16380021.0,16380021.0,16380021.0,16380021.0,0,16380021.0,0.0,0,0,0.0,16380021.0,0.0,16380021.0,16380021.0,16380021.0,0,16380021.0,16380021.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,59.505114160224856,0.0,0.0,0.0,69.5974931920767,16380021.0,0,16380021.0,16380021.0,0.0,6961.550577884214,16380021.0,16386738.4,16380021.0,16380021.0,16380021.0,50.0,2025-09-26 00:17:00,56716427264.0
2025-09-26 00:18:00,BTC/JPY,sell,61.40558167070276,16384493.2,50.0,16382927.0,0.001,0.0,1,yahoo_finance_real,0.0,6671.868393749627,6671.868393749627,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,16382927.0,16382927.0,16382927.0,16382927.0,0,16382927.0,0.0,0,0,0.0,16382927.0,0.0,16382927.0,16382927.0,16382927.0,0,16382927.0,16382927.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,61.40558167070276,0.0,0.0,0.0,46.17641149286719,16382927.0,0,16382927.0,16382927.0,0.0,6671.868393749627,16382927.0,16384493.2,16382927.0,16382927.0,16382927.0,50.0,2025-09-26 00:18:00,0.0
2025-09-26 00:19:00,BTC/JPY,buy,62.17139453208925,16384020.0,50.0,16384091.0,0.001,0.0,1,yahoo_finance_real,0.0,6400.734937053225,6400.734937053225,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,16384091.0,16385803.0,16384091.0,16385803.0,0,16384091.0,0.0,0,0,0.0,16384091.0,0.0,16384091.0,16384091.0,16384091.0,0,16384091.0,16384091.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,62.17139453208925,0.0,0.0,0.0,50.85392806911794,16384091.0,0,16384091.0,16384091.0,0.0,6400.734937053225,16384091.0,16384020.0,16385803.0,16384091.0,16385803.0,50.0,2025-09-26 00:19:00,17670602752.0
2025-09-26 00:20:00,BTC/JPY,sell,69.33316059062527,16386205.6,16376122.1,16396812.0,0.001,0.0,1,yahoo_finance_real,0.0,6852.182441549424,6852.182441549424,16336899.190256331,16376122.1,0.7637476430893835,16415345.009743668,0.0047902561429568865,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,16396812.0,16396812.0,16396812.0,16396812.0,0,16396812.0,0.0,0,0,0.0,16396812.0,0.0,16396812.0,16396812.0,16396812.0,0,16396812.0,16396812.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,69.33316059062527,0.0,0.0,0.0,100.0,16396812.0,0,16396812.0,16396812.0,0.0,6852.182441549424,16396812.0,16386205.6,16396812.0,16396812.0,16396812.0,16376122.1,2025-09-26 00:20:00,3331325952.0
2025-09-26 00:22:00,BTC/JPY,buy,57.80668389770146,16385644.4,16378206.1,16384371.0,0.001,0.0,1,yahoo_finance_real,0.0,7251.383695724465,7251.383695724465,16341996.355378421,16378206.1,0.5851276371102394,16414415.844621578,0.004421698493778095,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,16384371.0,16384371.0,16384371.0,16384371.0,0,16384371.0,0.0,0,0,0.0,16384371.0,0.0,16384371.0,16384371.0,16384371.0,0,16384371.0,16384371.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,57.80668389770146,0.0,0.0,0.0,25.906735751295336,16384371.0,0,16384371.0,16384371.0,0.0,7251.383695724465,16384371.0,16385644.4,16384371.0,16384371.0,16384371.0,16378206.1,2025-09-26 00:22:00,0.0
2025-09-26 00:23:00,BTC/JPY,sell,54.6201287745045,16385703.6,16380528.3,16380317.0,0.001,0.0,1,yahoo_finance_real,0.0,7022.999146029861,7022.999146029861,16350571.972073503,16380528.3,0.4964731992432584,16410484.627926499,0.0036575533313535323,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,16380317.0,16380317.0,16380317.0,16380317.0,0,16380317.0,0.0,0,0,0.0,16380317.0,0.0,16380317.0,16380317.0,16380317.0,0,16380317.0,16380317.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,54.6201287745045,0.0,0.0,0.0,1.7628491453754989,16380317.0,0,16380317.0,16380317.0,0.0,7022.999146029861,16380317.0,16385703.6,16380317.0,16380317.0,16380317.0,16380528.3,2025-09-26 00:23:00,0.0
2025-09-26 00:24:00,BTC/JPY,buy,55.07731676254926,16385320.6,16382684.5,16381012.0,0.001,0.0,1,yahoo_finance_real,0.0,6570.999207027728,6570.999207027728,16359986.646678599,16382684.5,0.46315730883627154,16405382.353321401,0.002770956532966426,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,16381012.0,16381012.0,16381012.0,16381012.0,0,16381012.0,0.0,0,0,0.0,16381012.0,0.0,16381012.0,16381012.0,16381012.0,0,16381012.0,16381012.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,55.07731676254926,0.0,0.0,0.0,5.901971294145674,16381012.0,0,16381012.0,16381012.0,0.0,6570.999207027728,16381012.0,16385320.6,16381012.0,16381012.0,16381012.0,16382684.5,2025-09-26 00:24:00,6272581632.0
