portfolio_delta,portfolio_pct_change,portfolio_reward,position_bonus,action_penalty,total_reward
-3944.410999,-0.001,-0.1,0.0,0.0,-0.1
-4221.66472,-0.001,-0.1,0.056,0.01,-0.054
-9714.500279,-0.001,-0.1,0.1,0.01,-0.01
-15631.624757,-0.001,-0.1,0.1,0.01,-0.01
3802.175551,0.001,0.1,0.1,0.01,0.19
-14330.391796,-0.001,-0.1,0.088,0.01,-0.022
-9224.430235,-0.001,-0.1,0.03,0.01,-0.08
-4878.337876,-0.001,-0.1,0.05,0.01,-0.06
2696.575984,0.000814,0.081,0.008,0.01,0.079
-4275.41774,-0.001,-0.1,0.06,0.01,-0.05
-2882.985987,-0.000868,-0.087,0.053,0.01,-0.044
-13401.00203,-0.001,-0.1,0.085,0.01,-0.025
-10710.553426,-0.001,-0.1,0.1,0.01,-0.01
-10591.890734,-0.001,-0.1,0.036,0.01,-0.074
-8803.875771,-0.001,-0.1,0.086,0.01,-0.024
-18434.747084,-0.001,-0.1,0.012,0.01,-0.098
-2936.873727,-0.000868,-0.087,0.023,0.01,-0.074
-8832.131097,-0.001,-0.1,0.1,0.01,-0.01
-2010.238975,-0.000592,-0.059,0.024,0.01,-0.045
-5436.626915,-0.001,-0.1,0.082,0.01,-0.028
-7574.078743,-0.001,-0.1,0.035,0.01,-0.075
-7958.158967,-0.001,-0.1,0.1,0.01,-0.01
-15076.362458,-0.001,-0.1,0.039,0.01,-0.071
-7801.35594,-0.001,-0.1,0.061,0.01,-0.049
-12264.395947,-0.001,-0.1,0.078,0.01,-0.032
-1743.533327,-0.000505,-0.05,0.059,0.01,-0.002
-1430.259278,-0.000414,-0.041,0.014,0.01,-0.037
-8236.137448,-0.001,-0.1,0.1,0.01,-0.01
-15064.390384,-0.001,-0.1,0.035,0.01,-0.075
-9142.811706,-0.001,-0.1,0.1,0.01,-0.01
-6850.119606,-0.001,-0.1,0.082,0.01,-0.028
659.651764,0.000189,0.019,0.02,0.01,0.029
-7810.550133,-0.001,-0.1,0.097,0.01,-0.013
-5802.835186,-0.001,-0.1,0.079,0.01,-0.031
-6575.032385,-0.001,-0.1,0.044,0.01,-0.066
-7808.259109,-0.001,-0.1,0.1,0.01,-0.01
-14815.266191,-0.001,-0.1,0.038,0.01,-0.072
-11204.762188,-0.001,-0.1,0.1,0.01,-0.01
948.40327,0.000267,0.027,0.048,0.01,0.065
-9263.004981,-0.001,-0.1,0.047,0.01,-0.063
-11190.142195,-0.001,-0.1,0.1,0.01,-0.01
-3268.469649,-0.000915,-0.092,0.1,0.01,-0.002
-14987.285657,-0.001,-0.1,0.1,0.01,-0.01
2972.475666,0.00083,0.083,0.1,0.01,0.173
-5020.653091,-0.001,-0.1,0.058,0.01,-0.052
-6881.801714,-0.001,-0.1,0.051,0.01,-0.059
-7938.591735,-0.001,-0.1,0.1,0.01,-0.01
-11780.492653,-0.001,-0.1,0.072,0.01,-0.038
-10945.794021,-0.001,-0.1,0.1,0.01,-0.01
-13710.09359,-0.001,-0.1,0.1,0.01,-0.01
-3380.84576,-0.000928,-0.093,0.039,0.01,-0.064
-2753.881104,-0.000756,-0.076,0.026,0.01,-0.06
-315.614257,-8.7e-05,-0.009,0.0,0.0,-0.009
-753.026796,-0.000207,-0.021,0.01,0.01,-0.021
-1130.065479,-0.00031,-0.031,0.015,0.01,-0.026
-6133.28689,-0.001,-0.1,0.071,0.01,-0.039
-6842.670878,-0.001,-0.1,0.079,0.01,-0.031
-17194.979669,-0.001,-0.1,0.088,0.01,-0.022
-9511.646413,-0.001,-0.1,0.1,0.01,-0.01
-8308.127222,-0.001,-0.1,0.0,0.0,-0.1
-6588.355503,-0.001,-0.1,0.088,0.01,-0.022
-7738.720123,-0.001,-0.1,0.0,0.0,-0.1
-6498.133323,-0.001,-0.1,0.087,0.01,-0.023
-965.083437,-0.00026,-0.026,0.049,0.01,0.013
-10049.617621,-0.001,-0.1,0.1,0.01,-0.01
1292.852649,0.000347,0.035,0.1,0.01,0.125
-9477.310447,-0.001,-0.1,0.0,0.0,-0.1
-5254.88872,-0.001,-0.1,0.07,0.01,-0.04
-1436.445798,-0.000384,-0.038,0.05,0.01,0.002
-10122.91992,-0.001,-0.1,0.1,0.01,-0.01
-2006.53476,-0.000535,-0.053,0.041,0.01,-0.022
-6676.981938,-0.001,-0.1,0.08,0.01,-0.03
-7529.439722,-0.001,-0.1,0.045,0.01,-0.065
-10703.527488,-0.001,-0.1,0.088,0.01,-0.022
-5493.209893,-0.001,-0.1,0.038,0.01,-0.072
-7431.051559,-0.001,-0.1,0.1,0.01,-0.01
-9821.136523,-0.001,-0.1,0.027,0.01,-0.083
-1215.893335,-0.00032,-0.032,0.013,0.01,-0.029
-7127.201515,-0.001,-0.1,0.097,0.01,-0.013
-8181.480904,-0.001,-0.1,0.08,0.01,-0.03
1735.970338,0.000455,0.045,0.0,0.0,0.045
-4313.76309,-0.001,-0.1,0.058,0.01,-0.052
-9575.359517,-0.001,-0.1,0.059,0.01,-0.051
-8674.27709,-0.001,-0.1,0.1,0.01,-0.01
-1005.292321,-0.000262,-0.026,0.1,0.01,0.064
1837.196824,0.000479,0.048,0.1,0.01,0.138
-15360.684652,-0.001,-0.1,0.1,0.01,-0.01
-7160.464665,-0.001,-0.1,0.024,0.01,-0.086
-4492.566408,-0.001,-0.1,0.047,0.01,-0.063
-7046.583555,-0.001,-0.1,0.1,0.01,-0.01
-5615.57823,-0.001,-0.1,0.026,0.01,-0.084
-6930.162027,-0.001,-0.1,0.082,0.01,-0.028
-6718.127835,-0.001,-0.1,0.013,0.01,-0.097
-8414.939047,-0.001,-0.1,0.1,0.01,-0.01
-10236.797708,-0.001,-0.1,0.1,0.01,-0.01
-4635.59945,-0.001,-0.1,0.022,0.01,-0.088
-8059.47743,-0.001,-0.1,0.1,0.01,-0.01
-9348.987662,-0.001,-0.1,0.079,0.01,-0.031
-15225.420326,-0.001,-0.1,0.044,0.01,-0.066
-7729.035209,-0.001,-0.1,0.1,0.01,-0.01
-6917.361399,-0.001,-0.1,0.048,0.01,-0.062
-6638.531351,-0.001,-0.1,0.019,0.01,-0.091
-4895.217849,-0.001,-0.1,0.058,0.01,-0.052
-4426.043739,-0.001,-0.1,0.1,0.01,-0.01
-12741.549122,-0.001,-0.1,0.038,0.01,-0.072
3.206909,1e-06,0.0,0.022,0.01,0.012
-7646.777327,-0.001,-0.1,0.094,0.01,-0.016
-6655.040168,-0.001,-0.1,0.026,0.01,-0.084
-3459.495,-0.000863,-0.086,0.0,0.0,-0.086
-6345.18355,-0.001,-0.1,0.085,0.01,-0.025
-11215.557256,-0.001,-0.1,0.082,0.01,-0.028
-8123.669249,-0.001,-0.1,0.1,0.01,-0.01
-1283.81043,-0.000318,-0.032,0.098,0.01,0.057
-11139.800912,-0.001,-0.1,0.1,0.01,-0.01
-8559.34918,-0.001,-0.1,0.1,0.01,-0.01
-2267.234337,-0.000559,-0.056,0.063,0.01,-0.003
-14066.736961,-0.001,-0.1,0.1,0.01,-0.01
-9838.518955,-0.001,-0.1,0.088,0.01,-0.022
-5675.270556,-0.001,-0.1,0.042,0.01,-0.068
-6330.191666,-0.001,-0.1,0.075,0.01,-0.035
-18118.57404,-0.001,-0.1,0.08,0.01,-0.03
-7699.867254,-0.001,-0.1,0.06,0.01,-0.05
-9676.206197,-0.001,-0.1,0.1,0.01,-0.01
-14682.880476,-0.001,-0.1,0.1,0.01,-0.01
-7893.96082,-0.001,-0.1,0.096,0.01,-0.014
-8253.123744,-0.001,-0.1,0.1,0.01,-0.01
-7056.228159,-0.001,-0.1,0.085,0.01,-0.025
-11353.987687,-0.001,-0.1,0.092,0.01,-0.018
-10741.923134,-0.001,-0.1,0.054,0.01,-0.056
-4145.017788,-0.000989,-0.099,0.037,0.01,-0.072
-9878.661877,-0.001,-0.1,0.1,0.01,-0.01
-17560.323442,-0.001,-0.1,0.1,0.01,-0.01
-2532.129668,-0.0006,-0.06,0.1,0.01,0.03
-8420.963281,-0.001,-0.1,0.029,0.01,-0.081
-3817.203048,-0.000901,-0.09,0.051,0.01,-0.049
-7673.56707,-0.001,-0.1,0.054,0.01,-0.056
-3700.804975,-0.000872,-0.087,0.0,0.0,-0.087
-2993.535139,-0.000704,-0.07,0.04,0.01,-0.04
-7588.40024,-0.001,-0.1,0.1,0.01,-0.01
4308.826643,0.001,0.1,0.1,0.01,0.19
517.762808,0.000122,0.012,0.017,0.01,0.019
-6037.409076,-0.001,-0.1,0.075,0.01,-0.035
-13407.367072,-0.001,-0.1,0.037,0.01,-0.073
-10709.363976,-0.001,-0.1,0.1,0.01,-0.01
-18605.991284,-0.001,-0.1,0.1,0.01,-0.01
-3563.193372,-0.000828,-0.083,0.1,0.01,0.007
-4994.126708,-0.001,-0.1,0.1,0.01,-0.01
-15048.775189,-0.001,-0.1,0.092,0.01,-0.018
-4900.996434,-0.001,-0.1,0.008,0.01,-0.102
-2499.236641,-0.000577,-0.058,0.03,0.01,-0.038
-5693.690082,-0.001,-0.1,0.034,0.01,-0.076
-11443.535919,-0.001,-0.1,0.074,0.01,-0.036
-10690.073289,-0.001,-0.1,0.1,0.01,-0.01
-9322.585145,-0.001,-0.1,0.065,0.01,-0.045
-13104.092743,-0.001,-0.1,0.1,0.01,-0.01
-5817.084861,-0.001,-0.1,0.043,0.01,-0.067
-2636.214776,-0.0006,-0.06,0.0,0.0,-0.06
-7469.239056,-0.001,-0.1,0.1,0.01,-0.01
-7331.957608,-0.001,-0.1,0.0,0.0,-0.1
-7491.817365,-0.001,-0.1,0.1,0.01,-0.01
-4336.238675,-0.000982,-0.098,0.081,0.01,-0.027
-3074.659704,-0.000696,-0.07,0.073,0.01,-0.007
-2467.19865,-0.000558,-0.056,0.009,0.01,-0.057
-4039.217196,-0.000912,-0.091,0.054,0.01,-0.047
-2352.018743,-0.000531,-0.053,0.0,0.0,-0.053
-1628.763277,-0.000368,-0.037,0.022,0.01,-0.025
-8298.407807,-0.001,-0.1,0.08,0.01,-0.03
-13998.620136,-0.001,-0.1,0.043,0.01,-0.067
-623.627843,-0.00014,-0.014,0.023,0.01,-0.001
-8857.636279,-0.001,-0.1,0.1,0.01,-0.01
-2135.921501,-0.000478,-0.048,0.1,0.01,0.042
-11043.500232,-0.001,-0.1,0.013,0.01,-0.097
-2919.577563,-0.000652,-0.065,0.016,0.01,-0.059
-4402.93766,-0.000982,-0.098,0.04,0.01,-0.069
-2711.967999,-0.000605,-0.06,0.012,0.01,-0.059
-7306.292025,-0.001,-0.1,0.1,0.01,-0.01
-1626.700379,-0.000362,-0.036,0.042,0.01,-0.005
-10232.444102,-0.001,-0.1,0.1,0.01,-0.01
-802.41714,-0.000178,-0.018,0.055,0.01,0.027
-2035.836791,-0.000452,-0.045,0.0,0.0,-0.045
-1719.676374,-0.000381,-0.038,0.023,0.01,-0.025
-8326.665217,-0.001,-0.1,0.1,0.01,-0.01
-8327.630429,-0.001,-0.1,0.063,0.01,-0.047
-19035.313746,-0.001,-0.1,0.1,0.01,-0.01
269.384608,5.9e-05,0.006,0.1,0.01,0.096
1145.722131,0.000252,0.025,0.1,0.01,0.115
-9546.888969,-0.001,-0.1,0.015,0.01,-0.095
-4183.69645,-0.000918,-0.092,0.027,0.01,-0.075
-3804.925726,-0.000834,-0.083,0.053,0.01,-0.04
-10828.751028,-0.001,-0.1,0.1,0.01,-0.01
-17933.391793,-0.001,-0.1,0.1,0.01,-0.01
-23294.226948,-0.001,-0.1,0.074,0.01,-0.036
-10933.333172,-0.001,-0.1,0.1,0.01,-0.01
-7295.489537,-0.001,-0.1,0.03,0.01,-0.08
-9009.055312,-0.001,-0.1,0.1,0.01,-0.01
-5757.674831,-0.001,-0.1,0.024,0.01,-0.086
-8821.412092,-0.001,-0.1,0.1,0.01,-0.01
-7841.513174,-0.001,-0.1,0.0,0.0,-0.1
-2462.036045,-0.000528,-0.053,0.033,0.01,-0.03
-9059.125249,-0.001,-0.1,0.1,0.01,-0.01
-15144.086419,-0.001,-0.1,0.1,0.01,-0.01
3547.360124,0.000757,0.076,0.1,0.01,0.166
-6678.558454,-0.001,-0.1,0.016,0.01,-0.094
-3353.823452,-0.000714,-0.071,0.037,0.01,-0.044
-10810.805896,-0.001,-0.1,0.083,0.01,-0.027
5527.594481,0.001,0.1,0.017,0.01,0.107
-3326.313017,-0.000707,-0.071,0.02,0.01,-0.06
-8419.736413,-0.001,-0.1,0.082,0.01,-0.028
-1633.567561,-0.000346,-0.035,0.081,0.01,0.036
-8351.133907,-0.001,-0.1,0.04,0.01,-0.07
-4226.92194,-0.000894,-0.089,0.021,0.01,-0.079
-5787.491891,-0.001,-0.1,0.083,0.01,-0.027
-6417.155724,-0.001,-0.1,0.074,0.01,-0.036
-11253.664049,-0.001,-0.1,0.047,0.01,-0.063
-5671.498977,-0.001,-0.1,0.1,0.01,-0.01
-13046.451432,-0.001,-0.1,0.046,0.01,-0.064
-6832.452735,-0.001,-0.1,0.1,0.01,-0.01
-8159.64769,-0.001,-0.1,0.091,0.01,-0.019
-15736.692112,-0.001,-0.1,0.082,0.01,-0.028
-13668.480361,-0.001,-0.1,0.1,0.01,-0.01
-14843.967962,-0.001,-0.1,0.1,0.01,-0.01
-12738.039135,-0.001,-0.1,0.023,0.01,-0.087
-6576.906411,-0.001,-0.1,0.062,0.01,-0.048
-11259.132896,-0.001,-0.1,0.1,0.01,-0.01
-9346.501657,-0.001,-0.1,0.084,0.01,-0.026
-8648.380288,-0.001,-0.1,0.1,0.01,-0.01
-9740.772917,-0.001,-0.1,0.035,0.01,-0.075
-8537.630415,-0.001,-0.1,0.1,0.01,-0.01
-11985.655486,-0.001,-0.1,0.017,0.01,-0.093
-9197.777814,-0.001,-0.1,0.1,0.01,-0.01
-5218.314804,-0.001,-0.1,0.044,0.01,-0.066
-5449.940893,-0.001,-0.1,0.061,0.01,-0.049
-6147.592041,-0.001,-0.1,0.029,0.01,-0.081
-8077.960546,-0.001,-0.1,0.083,0.01,-0.027
-16668.609432,-0.001,-0.1,0.1,0.01,-0.01
-4586.636575,-0.000924,-0.092,0.1,0.01,-0.002
-6088.855769,-0.001,-0.1,0.027,0.01,-0.083
-3400.085895,-0.000684,-0.068,0.018,0.01,-0.061
-5733.245929,-0.001,-0.1,0.077,0.01,-0.033
-7689.945305,-0.001,-0.1,0.015,0.01,-0.095
-5497.289316,-0.001,-0.1,0.049,0.01,-0.061
-9046.548081,-0.001,-0.1,0.037,0.01,-0.073
-10406.741503,-0.001,-0.1,0.1,0.01,-0.01
-4342.809046,-0.000866,-0.087,0.077,0.01,-0.019
-17987.594211,-0.001,-0.1,0.1,0.01,-0.01
-17168.217634,-0.001,-0.1,0.026,0.01,-0.084
-4577.013146,-0.000905,-0.091,0.016,0.01,-0.085
-5281.435784,-0.001,-0.1,0.063,0.01,-0.047
-4895.682266,-0.000967,-0.097,0.02,0.01,-0.087
-8955.767791,-0.001,-0.1,0.1,0.01,-0.01
-4088.845588,-0.000805,-0.081,0.015,0.01,-0.076
-8142.673595,-0.001,-0.1,0.1,0.01,-0.01
-5466.727204,-0.001,-0.1,0.1,0.01,-0.01
-7074.097133,-0.001,-0.1,0.021,0.01,-0.089
-2909.101858,-0.00057,-0.057,0.023,0.01,-0.044
-9002.271686,-0.001,-0.1,0.1,0.01,-0.01
-11499.581716,-0.001,-0.1,0.092,0.01,-0.018
-13395.788068,-0.001,-0.1,0.1,0.01,-0.01
-14882.875003,-0.001,-0.1,0.019,0.01,-0.091
-2261.516987,-0.000439,-0.044,0.0,0.0,-0.044
-7421.944163,-0.001,-0.1,0.1,0.01,-0.01
-9499.349157,-0.001,-0.1,0.05,0.01,-0.06
-10348.364842,-0.001,-0.1,0.1,0.01,-0.01
-8364.724119,-0.001,-0.1,0.047,0.01,-0.063
-3921.487256,-0.000755,-0.076,0.032,0.01,-0.053
-6513.706361,-0.001,-0.1,0.055,0.01,-0.055
-7780.232194,-0.001,-0.1,0.04,0.01,-0.07
-5565.575597,-0.001,-0.1,0.054,0.01,-0.056
-6927.417721,-0.001,-0.1,0.023,0.01,-0.087
-9009.336544,-0.001,-0.1,0.1,0.01,-0.01
-8415.839804,-0.001,-0.1,0.1,0.01,-0.01
5078.436397,0.000971,0.097,0.1,0.01,0.187
-10018.012696,-0.001,-0.1,0.1,0.01,-0.01
-13625.875597,-0.001,-0.1,0.1,0.01,-0.01
-6003.966171,-0.001,-0.1,0.08,0.01,-0.03
-15759.668473,-0.001,-0.1,0.07,0.01,-0.04
-2725.26152,-0.000516,-0.052,0.037,0.01,-0.024
-5007.929807,-0.000948,-0.095,0.088,0.01,-0.016
-13936.109211,-0.001,-0.1,0.053,0.01,-0.057
-6113.517954,-0.001,-0.1,0.069,0.01,-0.041
-5170.123436,-0.000974,-0.097,0.025,0.01,-0.082
-4648.757132,-0.000875,-0.087,0.037,0.01,-0.06
-4241.585373,-0.000797,-0.08,0.05,0.01,-0.039
-8207.325872,-0.001,-0.1,0.083,0.01,-0.027
-8728.56582,-0.001,-0.1,0.02,0.01,-0.09
-387.607376,-7.3e-05,-0.007,0.0,0.0,-0.007
-864.742458,-0.000162,-0.016,0.012,0.01,-0.015
-666.230389,-0.000125,-0.012,0.008,0.01,-0.014
-8354.400539,-0.001,-0.1,0.1,0.01,-0.01
-12650.952273,-0.001,-0.1,0.04,0.01,-0.07
-9258.172062,-0.001,-0.1,0.071,0.01,-0.039
-7541.225522,-0.001,-0.1,0.1,0.01,-0.01
-25253.451136,-0.001,-0.1,0.1,0.01,-0.01
-6970.752922,-0.001,-0.1,0.06,0.01,-0.05
-5012.910414,-0.000926,-0.093,0.035,0.01,-0.068
-7628.550678,-0.001,-0.1,0.1,0.01,-0.01
-10773.214134,-0.001,-0.1,0.032,0.01,-0.078
-3902.033956,-0.000718,-0.072,0.044,0.01,-0.038
-2669.974399,-0.000491,-0.049,0.011,0.01,-0.049
-1859.128658,-0.000342,-0.034,0.0,0.0,-0.034
-7406.077222,-0.001,-0.1,0.1,0.01,-0.01
-13519.940979,-0.001,-0.1,0.039,0.01,-0.071
-3676.33105,-0.000673,-0.067,0.042,0.01,-0.035
-7736.947376,-0.001,-0.1,0.077,0.01,-0.033
-18039.541777,-0.001,-0.1,0.1,0.01,-0.01
-15467.652275,-0.001,-0.1,0.1,0.01,-0.01
-19845.578114,-0.001,-0.1,0.08,0.01,-0.03
-6847.203429,-0.001,-0.1,0.077,0.01,-0.033
-9090.393965,-0.001,-0.1,0.1,0.01,-0.01
-9822.188339,-0.001,-0.1,0.023,0.01,-0.087
-2202.576207,-0.000397,-0.04,0.029,0.01,-0.021
-9796.39807,-0.001,-0.1,0.1,0.01,-0.01
-4410.809347,-0.000792,-0.079,0.098,0.01,0.008
-8747.532812,-0.001,-0.1,0.1,0.01,-0.01
-11162.766637,-0.001,-0.1,0.1,0.01,-0.01
-368.802695,-6.6e-05,-0.007,0.1,0.01,0.083
-9316.208232,-0.001,-0.1,0.1,0.01,-0.01
-6813.653323,-0.001,-0.1,0.013,0.01,-0.097
-8945.655827,-0.001,-0.1,0.1,0.01,-0.01
-3070.997411,-0.000547,-0.055,0.0,0.0,-0.055
-3322.134886,-0.000591,-0.059,0.045,0.01,-0.024
-10898.598894,-0.001,-0.1,0.1,0.01,-0.01
-242.089149,-4.3e-05,-0.004,0.009,0.01,-0.006
-6741.950042,-0.001,-0.1,0.08,0.01,-0.03
-6217.588228,-0.001,-0.1,0.055,0.01,-0.055
-9908.256388,-0.001,-0.1,0.094,0.01,-0.016
-4349.645519,-0.000769,-0.077,0.1,0.01,0.013
-4336.302297,-0.000766,-0.077,0.02,0.01,-0.066
-6707.21369,-0.001,-0.1,0.074,0.01,-0.036
-6649.219941,-0.001,-0.1,0.053,0.01,-0.057
-5947.582875,-0.001,-0.1,0.09,0.01,-0.02
-2806.282429,-0.000494,-0.049,0.043,0.01,-0.017
-4346.087111,-0.000764,-0.076,0.0,0.0,-0.076
-1373.965623,-0.000241,-0.024,0.018,0.01,-0.016
-5693.878546,-0.001,-0.1,0.073,0.01,-0.037
-4218.016578,-0.00074,-0.074,0.01,0.01,-0.074
-1949.475616,-0.000342,-0.034,0.02,0.01,-0.024
-9369.748266,-0.001,-0.1,0.1,0.01,-0.01
2564.112854,0.000449,0.045,0.1,0.01,0.135
-477.356554,-8.4e-05,-0.008,0.1,0.01,0.082
-6132.732866,-0.001,-0.1,0.047,0.01,-0.063
-10756.765962,-0.001,-0.1,0.1,0.01,-0.01
-6494.892748,-0.001,-0.1,0.0,0.0,-0.1
-719.265317,-0.000125,-0.013,0.01,0.01,-0.013
-5852.874731,-0.001,-0.1,0.075,0.01,-0.035
-1480.766557,-0.000258,-0.026,0.033,0.01,-0.003
-2177.097251,-0.000379,-0.038,0.027,0.01,-0.021
-9025.747059,-0.001,-0.1,0.1,0.01,-0.01
2181.194102,0.000379,0.038,0.1,0.01,0.128
-7174.275538,-0.001,-0.1,0.1,0.01,-0.01
-975.950344,-0.00017,-0.017,0.1,0.01,0.073
-12533.778582,-0.001,-0.1,0.033,0.01,-0.077
-1700.046847,-0.000295,-0.029,0.033,0.01,-0.006
-9556.539449,-0.001,-0.1,0.1,0.01,-0.01
-7441.467111,-0.001,-0.1,0.092,0.01,-0.018
-9889.313698,-0.001,-0.1,0.066,0.01,-0.044
-14241.621889,-0.001,-0.1,0.1,0.01,-0.01
-2573.741178,-0.000443,-0.044,0.1,0.01,0.046
7008.505955,0.001,0.1,0.1,0.01,0.19
4609.137014,0.000794,0.079,0.025,0.01,0.094
-5706.375497,-0.000982,-0.098,0.054,0.01,-0.054
-8971.958633,-0.001,-0.1,0.1,0.01,-0.01
-1383.038152,-0.000238,-0.024,0.049,0.01,0.015
-13766.588873,-0.001,-0.1,0.1,0.01,-0.01
-13310.527202,-0.001,-0.1,0.076,0.01,-0.034
-12887.788317,-0.001,-0.1,0.1,0.01,-0.01
-1408.279791,-0.00024,-0.024,0.1,0.01,0.066
-17296.658134,-0.001,-0.1,0.075,0.01,-0.035
-299.82152,-5.1e-05,-0.005,0.0,0.0,-0.005
-4620.973746,-0.000785,-0.079,0.062,0.01,-0.027
-8542.845218,-0.001,-0.1,0.042,0.01,-0.068
-9462.757775,-0.001,-0.1,0.1,0.01,-0.01
-4511.612353,-0.000764,-0.076,0.009,0.01,-0.077
-5690.146802,-0.000963,-0.096,0.079,0.01,-0.027
-9235.011884,-0.001,-0.1,0.018,0.01,-0.092
-9222.204034,-0.001,-0.1,0.1,0.01,-0.01
-7477.412648,-0.001,-0.1,0.048,0.01,-0.062
-9638.214386,-0.001,-0.1,0.096,0.01,-0.014
-10757.607335,-0.001,-0.1,0.037,0.01,-0.073
-5836.606948,-0.000979,-0.098,0.026,0.01,-0.082
-4639.491461,-0.000777,-0.078,0.052,0.01,-0.036
-4427.798349,-0.000741,-0.074,0.019,0.01,-0.065
-7206.017935,-0.001,-0.1,0.09,0.01,-0.02
-3995.96885,-0.000668,-0.067,0.011,0.01,-0.066
-8213.396299,-0.001,-0.1,0.085,0.01,-0.025
-9027.765116,-0.001,-0.1,0.1,0.01,-0.01
-11612.204231,-0.001,-0.1,0.053,0.01,-0.057
-11771.210913,-0.001,-0.1,0.1,0.01,-0.01
-9440.131724,-0.001,-0.1,0.097,0.01,-0.013
-9224.251444,-0.001,-0.1,0.1,0.01,-0.01
-1786.721736,-0.000296,-0.03,0.036,0.01,-0.003
-767.450827,-0.000127,-0.013,0.02,0.01,-0.002
-3181.74137,-0.000526,-0.053,0.037,0.01,-0.026
-305.358009,-5e-05,-0.005,0.0,0.0,-0.005
-7492.890065,-0.001,-0.1,0.1,0.01,-0.01
-9959.13043,-0.001,-0.1,0.03,0.01,-0.08
-2575.782067,-0.000424,-0.042,0.027,0.01,-0.025
-3081.96672,-0.000508,-0.051,0.019,0.01,-0.041
-9668.48725,-0.001,-0.1,0.097,0.01,-0.013
-19800.993545,-0.001,-0.1,0.1,0.01,-0.01
2991.326271,0.00049,0.049,0.013,0.01,0.052
-4280.840038,-0.000701,-0.07,0.043,0.01,-0.037
-10490.329278,-0.001,-0.1,0.1,0.01,-0.01
-6166.265829,-0.001,-0.1,0.035,0.01,-0.075
-5353.479093,-0.000874,-0.087,0.041,0.01,-0.057
-8199.74017,-0.001,-0.1,0.1,0.01,-0.01
-21122.718724,-0.001,-0.1,0.08,0.01,-0.03
-12265.368626,-0.001,-0.1,0.1,0.01,-0.01
-4003.215422,-0.000649,-0.065,0.1,0.01,0.025
-14118.815646,-0.001,-0.1,0.029,0.01,-0.081
-7892.037872,-0.001,-0.1,0.1,0.01,-0.01
-11636.591504,-0.001,-0.1,0.091,0.01,-0.019
1612.551878,0.00026,0.026,0.026,0.01,0.042
-8143.703483,-0.001,-0.1,0.1,0.01,-0.01
-1120.357499,-0.00018,-0.018,0.1,0.01,0.072
82.236922,1.3e-05,0.001,0.1,0.01,0.091
-10964.052814,-0.001,-0.1,0.0,0.0,-0.1
-2512.566764,-0.000404,-0.04,0.033,0.01,-0.017
-10095.004618,-0.001,-0.1,0.1,0.01,-0.01
-10096.061474,-0.001,-0.1,0.1,0.01,-0.01
-6292.914279,-0.001,-0.1,0.086,0.01,-0.024
-7787.271922,-0.001,-0.1,0.085,0.01,-0.025
-14239.434851,-0.001,-0.1,0.027,0.01,-0.083
-3542.827361,-0.000564,-0.056,0.018,0.01,-0.049
-1224.368943,-0.000195,-0.02,0.0,0.0,-0.02
-7566.918373,-0.001,-0.1,0.1,0.01,-0.01
-5616.032096,-0.000893,-0.089,0.081,0.01,-0.018
-8321.700581,-0.001,-0.1,0.1,0.01,-0.01
-7523.257385,-0.001,-0.1,0.066,0.01,-0.044
-14531.136223,-0.001,-0.1,0.1,0.01,-0.01
-3200.006506,-0.000506,-0.051,0.053,0.01,-0.007
-10642.540745,-0.001,-0.1,0.055,0.01,-0.055
-4405.545072,-0.000695,-0.069,0.045,0.01,-0.035
-2659.46636,-0.000419,-0.042,0.0,0.0,-0.042
-5894.294891,-0.000928,-0.093,0.077,0.01,-0.025
-16010.526376,-0.001,-0.1,0.096,0.01,-0.014
-16495.243402,-0.001,-0.1,0.1,0.01,-0.01
-10519.271423,-0.001,-0.1,0.096,0.01,-0.014
-14402.350415,-0.001,-0.1,0.1,0.01,-0.01
-5848.683283,-0.000912,-0.091,0.008,0.01,-0.093
-8573.93122,-0.001,-0.1,0.1,0.01,-0.01
-10448.065465,-0.001,-0.1,0.058,0.01,-0.052
-9689.398903,-0.001,-0.1,0.09,0.01,-0.02
-18466.268415,-0.001,-0.1,0.1,0.01,-0.01
3790.598299,0.000587,0.059,0.1,0.01,0.149
-8510.956899,-0.001,-0.1,0.088,0.01,-0.022
1664.064179,0.000257,0.026,0.046,0.01,0.062
-10717.855652,-0.001,-0.1,0.1,0.01,-0.01
-9340.340356,-0.001,-0.1,0.07,0.01,-0.04
-10332.349332,-0.001,-0.1,0.1,0.01,-0.01
-4721.064075,-0.000727,-0.073,0.1,0.01,0.017
-6544.088305,-0.001,-0.1,0.025,0.01,-0.085
-6471.143301,-0.000994,-0.099,0.072,0.01,-0.037
-13467.755825,-0.001,-0.1,0.098,0.01,-0.012
-10258.128465,-0.001,-0.1,0.056,0.01,-0.054
-11817.216717,-0.001,-0.1,0.1,0.01,-0.01
-8261.80879,-0.001,-0.1,0.054,0.01,-0.056
-6551.382309,-0.000999,-0.1,0.011,0.01,-0.099
15.037774,2e-06,0.0,0.0,0.0,0.0
-7669.148727,-0.001,-0.1,0.1,0.01,-0.01
-8685.844754,-0.001,-0.1,0.0,0.0,-0.1
-5176.881565,-0.000786,-0.079,0.067,0.01,-0.021
-11986.243071,-0.001,-0.1,0.043,0.01,-0.067
-6555.809509,-0.000993,-0.099,0.041,0.01,-0.068
