portfolio_delta,portfolio_pct_change,portfolio_reward,position_bonus,action_penalty,total_reward
-14670.482252,-0.001,-0.1,0.087,0.01,-0.023
-15452.709351,-0.001,-0.1,0.068,0.01,-0.042
-5059.57959,-0.001,-0.1,0.016,0.01,-0.094
-4154.906626,-0.001,-0.1,0.031,0.01,-0.079
918.476756,0.000335,0.033,0.0,0.0,0.033
0.0,0.0,0.0,0.0,0.0,0.0
-7131.361825,-0.001,-0.1,0.094,0.01,-0.016
-10982.964775,-0.001,-0.1,0.085,0.01,-0.025
-9551.741579,-0.001,-0.1,0.044,0.01,-0.066
-11141.904501,-0.001,-0.1,0.1,0.01,-0.01
-14965.854271,-0.001,-0.1,0.061,0.01,-0.049
-10152.945993,-0.001,-0.1,0.1,0.01,-0.01
-6575.216289,-0.001,-0.1,0.029,0.01,-0.081
-2478.712178,-0.00088,-0.088,0.024,0.01,-0.074
-7889.589093,-0.001,-0.1,0.1,0.01,-0.01
5659.900962,0.001,0.1,0.1,0.01,0.19
-4372.156515,-0.001,-0.1,0.094,0.01,-0.016
-6239.633851,-0.001,-0.1,0.1,0.01,-0.01
-3357.236403,-0.001,-0.1,0.0,0.0,-0.1
-7537.870551,-0.001,-0.1,0.1,0.01,-0.01
596.845859,0.00021,0.021,0.029,0.01,0.04
-8826.031694,-0.001,-0.1,0.1,0.01,-0.01
-3754.129927,-0.001,-0.1,0.062,0.01,-0.048
-9056.660614,-0.001,-0.1,0.076,0.01,-0.034
1666.146585,0.000583,0.058,0.032,0.01,0.08
-11979.124791,-0.001,-0.1,0.1,0.01,-0.01
-10687.620014,-0.001,-0.1,0.058,0.01,-0.052
-1253.51596,-0.000435,-0.043,0.015,0.01,-0.038
-8618.175658,-0.001,-0.1,0.097,0.01,-0.013
-15373.43966,-0.001,-0.1,0.05,0.01,-0.06
-6122.935928,-0.001,-0.1,0.079,0.01,-0.031
-8071.803574,-0.001,-0.1,0.017,0.01,-0.093
-8887.192596,-0.001,-0.1,0.094,0.01,-0.016
-18053.772412,-0.001,-0.1,0.065,0.01,-0.045
-12398.004279,-0.001,-0.1,0.068,0.01,-0.042
-18075.479201,-0.001,-0.1,0.1,0.01,-0.01
1360.511258,0.000457,0.046,0.1,0.01,0.136
-10514.711215,-0.001,-0.1,0.024,0.01,-0.086
-2979.945717,-0.000996,-0.1,0.047,0.01,-0.062
-7490.606157,-0.001,-0.1,0.069,0.01,-0.041
-3667.752289,-0.001,-0.1,0.077,0.01,-0.033
-16896.844837,-0.001,-0.1,0.1,0.01,-0.01
-3259.446943,-0.001,-0.1,0.09,0.01,-0.02
-4300.477247,-0.001,-0.1,0.0,0.0,-0.1
-7584.332403,-0.001,-0.1,0.1,0.01,-0.01
-11448.659722,-0.001,-0.1,0.082,0.01,-0.028
884.496542,0.00029,0.029,0.047,0.01,0.066
-9723.999503,-0.001,-0.1,0.1,0.01,-0.01
-6015.695842,-0.001,-0.1,0.1,0.01,-0.01
-4892.108508,-0.001,-0.1,0.043,0.01,-0.067
-2939.87355,-0.000958,-0.096,0.0,0.0,-0.096
-7558.581412,-0.001,-0.1,0.1,0.01,-0.01
-7623.327049,-0.001,-0.1,0.0,0.0,-0.1
-3833.143788,-0.001,-0.1,0.051,0.01,-0.059
-9942.117907,-0.001,-0.1,0.1,0.01,-0.01
-5027.430274,-0.001,-0.1,0.064,0.01,-0.046
-13886.081225,-0.001,-0.1,0.1,0.01,-0.01
-15116.142429,-0.001,-0.1,0.1,0.01,-0.01
-8607.202767,-0.001,-0.1,0.012,0.01,-0.098
-7264.166018,-0.001,-0.1,0.095,0.01,-0.015
-7018.181416,-0.001,-0.1,0.023,0.01,-0.087
-7483.789558,-0.001,-0.1,0.1,0.01,-0.01
-9764.529393,-0.001,-0.1,0.1,0.01,-0.01
-12150.250132,-0.001,-0.1,0.015,0.01,-0.095
-7762.302152,-0.001,-0.1,0.073,0.01,-0.037
-10413.463041,-0.001,-0.1,0.091,0.01,-0.019
-8898.525652,-0.001,-0.1,0.1,0.01,-0.01
1073.503104,0.000334,0.033,0.1,0.01,0.123
-563.652505,-0.000176,-0.018,0.1,0.01,0.072
-13646.77822,-0.001,-0.1,0.1,0.01,-0.01
-12591.074406,-0.001,-0.1,0.06,0.01,-0.05
-7890.937408,-0.001,-0.1,0.035,0.01,-0.075
-2676.559141,-0.000824,-0.082,0.0,0.0,-0.082
-3378.021382,-0.001,-0.1,0.045,0.01,-0.065
-8261.3038,-0.001,-0.1,0.072,0.01,-0.038
-2815.132885,-0.000863,-0.086,0.1,0.01,0.004
-4912.157371,-0.001,-0.1,0.1,0.01,-0.01
-642.766858,-0.000197,-0.02,0.033,0.01,0.003
-6462.03264,-0.001,-0.1,0.1,0.01,-0.01
-7153.153948,-0.001,-0.1,0.012,0.01,-0.098
-7775.804116,-0.001,-0.1,0.1,0.01,-0.01
-10975.263597,-0.001,-0.1,0.1,0.01,-0.01
-21363.208783,-0.001,-0.1,0.012,0.01,-0.098
-2849.156737,-0.000857,-0.086,0.039,0.01,-0.057
-9745.421859,-0.001,-0.1,0.1,0.01,-0.01
-6545.991881,-0.001,-0.1,0.084,0.01,-0.026
-10983.408345,-0.001,-0.1,0.0,0.0,-0.1
-1205.251844,-0.000359,-0.036,0.016,0.01,-0.03
-1410.152204,-0.00042,-0.042,0.0,0.0,-0.042
-7303.036337,-0.001,-0.1,0.097,0.01,-0.013
-2721.855713,-0.000809,-0.081,0.013,0.01,-0.078
-8895.56967,-0.001,-0.1,0.1,0.01,-0.01
-8442.930575,-0.001,-0.1,0.1,0.01,-0.01
-11173.558956,-0.001,-0.1,0.023,0.01,-0.087
-8689.979837,-0.001,-0.1,0.1,0.01,-0.01
-14467.218925,-0.001,-0.1,0.027,0.01,-0.083
-8989.649252,-0.001,-0.1,0.1,0.01,-0.01
-4327.881598,-0.001,-0.1,0.1,0.01,-0.01
7646.980121,0.001,0.1,0.1,0.01,0.19
-6824.860417,-0.001,-0.1,0.06,0.01,-0.05
-6664.303162,-0.001,-0.1,0.09,0.01,-0.02
-8436.134639,-0.001,-0.1,0.063,0.01,-0.047
-7714.017415,-0.001,-0.1,0.097,0.01,-0.013
-5647.059954,-0.001,-0.1,0.1,0.01,-0.01
-1663.119318,-0.000481,-0.048,0.017,0.01,-0.041
-5038.38039,-0.001,-0.1,0.034,0.01,-0.076
-3436.844175,-0.000991,-0.099,0.055,0.01,-0.055
-8732.300168,-0.001,-0.1,0.1,0.01,-0.01
-7279.011851,-0.001,-0.1,0.073,0.01,-0.037
-13005.350699,-0.001,-0.1,0.1,0.01,-0.01
-8830.748478,-0.001,-0.1,0.011,0.01,-0.099
-1964.310076,-0.00056,-0.056,0.012,0.01,-0.054
-8159.717845,-0.001,-0.1,0.1,0.01,-0.01
-9170.128377,-0.001,-0.1,0.0,0.0,-0.1
-4912.070215,-0.001,-0.1,0.065,0.01,-0.045
-8664.774737,-0.001,-0.1,0.07,0.01,-0.04
-11827.057226,-0.001,-0.1,0.1,0.01,-0.01
-17045.818162,-0.001,-0.1,0.1,0.01,-0.01
-2114.05047,-0.000592,-0.059,0.0,0.0,-0.059
-2626.611802,-0.000735,-0.074,0.035,0.01,-0.049
-10135.37207,-0.001,-0.1,0.1,0.01,-0.01
-7610.512939,-0.001,-0.1,0.1,0.01,-0.01
-9213.948975,-0.001,-0.1,0.063,0.01,-0.047
-3567.029736,-0.00099,-0.099,0.037,0.01,-0.072
-12442.159091,-0.001,-0.1,0.1,0.01,-0.01
-7713.767184,-0.001,-0.1,0.0,0.0,-0.1
-3488.049427,-0.000962,-0.096,0.047,0.01,-0.06
-11130.371591,-0.001,-0.1,0.1,0.01,-0.01
-10666.394573,-0.001,-0.1,0.025,0.01,-0.085
1014.344223,0.000278,0.028,0.0,0.0,0.028
-5061.826958,-0.001,-0.1,0.068,0.01,-0.042
-7102.464323,-0.001,-0.1,0.048,0.01,-0.062
-10466.136707,-0.001,-0.1,0.1,0.01,-0.01
-15636.517993,-0.001,-0.1,0.083,0.01,-0.027
-4062.43239,-0.001,-0.1,0.034,0.01,-0.076
-7330.666702,-0.001,-0.1,0.037,0.01,-0.073
-9419.756948,-0.001,-0.1,0.1,0.01,-0.01
-16406.383708,-0.001,-0.1,0.073,0.01,-0.037
-13407.70427,-0.001,-0.1,0.1,0.01,-0.01
-12590.975658,-0.001,-0.1,0.099,0.01,-0.011
-8115.593683,-0.001,-0.1,0.1,0.01,-0.01
1905.82082,0.000508,0.051,0.1,0.01,0.141
-17385.114818,-0.001,-0.1,0.1,0.01,-0.01
-10157.382913,-0.001,-0.1,0.031,0.01,-0.079
-4337.667868,-0.001,-0.1,0.055,0.01,-0.055
-309.703429,-8.2e-05,-0.008,0.009,0.01,-0.009
-4422.482648,-0.001,-0.1,0.057,0.01,-0.053
-6213.185154,-0.001,-0.1,0.1,0.01,-0.01
-22055.388407,-0.001,-0.1,0.065,0.01,-0.045
-13204.84539,-0.001,-0.1,0.1,0.01,-0.01
-11826.812005,-0.001,-0.1,0.054,0.01,-0.056
-9563.72059,-0.001,-0.1,0.1,0.01,-0.01
-8490.846716,-0.001,-0.1,0.072,0.01,-0.038
-7880.313634,-0.001,-0.1,0.029,0.01,-0.081
-3364.953231,-0.000869,-0.087,0.028,0.01,-0.069
-9015.441302,-0.001,-0.1,0.1,0.01,-0.01
-4567.808081,-0.001,-0.1,0.073,0.01,-0.037
-6095.698174,-0.001,-0.1,0.046,0.01,-0.064
-9494.521274,-0.001,-0.1,0.087,0.01,-0.023
-4674.572508,-0.001,-0.1,0.029,0.01,-0.081
-5169.055697,-0.001,-0.1,0.041,0.01,-0.069
-2694.833024,-0.000688,-0.069,0.021,0.01,-0.058
-8868.715562,-0.001,-0.1,0.1,0.01,-0.01
-14458.884657,-0.001,-0.1,0.1,0.01,-0.01
-10755.389753,-0.001,-0.1,0.059,0.01,-0.051
-12865.354902,-0.001,-0.1,0.052,0.01,-0.058
-10479.682155,-0.001,-0.1,0.075,0.01,-0.035
-10915.241516,-0.001,-0.1,0.08,0.01,-0.03
794.039813,0.000199,0.02,0.0,0.0,0.02
-7450.868162,-0.001,-0.1,0.1,0.01,-0.01
-2272.175088,-0.000569,-0.057,0.1,0.01,0.033
-16980.903664,-0.001,-0.1,0.095,0.01,-0.015
-3324.062305,-0.000828,-0.083,0.1,0.01,0.007
-7244.638494,-0.001,-0.1,0.055,0.01,-0.055
-9926.209399,-0.001,-0.1,0.097,0.01,-0.013
-4199.359718,-0.001,-0.1,0.1,0.01,-0.01
-6620.24898,-0.001,-0.1,0.044,0.01,-0.066
-8666.702605,-0.001,-0.1,0.094,0.01,-0.016
-2251.707604,-0.000556,-0.056,0.02,0.01,-0.046
-6235.782805,-0.001,-0.1,0.1,0.01,-0.01
-8928.206736,-0.001,-0.1,0.038,0.01,-0.072
-7853.876915,-0.001,-0.1,0.1,0.01,-0.01
255.437304,6.3e-05,0.006,0.029,0.01,0.025
-3673.725514,-0.000901,-0.09,0.052,0.01,-0.048
-7388.503271,-0.001,-0.1,0.076,0.01,-0.034
-10335.918025,-0.001,-0.1,0.067,0.01,-0.043
-12849.500318,-0.001,-0.1,0.1,0.01,-0.01
-22834.010072,-0.001,-0.1,0.089,0.01,-0.021
-5395.208248,-0.001,-0.1,0.024,0.01,-0.086
-6570.190109,-0.001,-0.1,0.068,0.01,-0.042
-12388.02425,-0.001,-0.1,0.1,0.01,-0.01
-4598.5277,-0.001,-0.1,0.052,0.01,-0.058
-7883.641589,-0.001,-0.1,0.1,0.01,-0.01
-13910.134416,-0.001,-0.1,0.063,0.01,-0.047
-9960.02766,-0.001,-0.1,0.089,0.01,-0.021
-9732.105678,-0.001,-0.1,0.1,0.01,-0.01
2373.645218,0.000565,0.057,0.1,0.01,0.147
-3305.357816,-0.000786,-0.079,0.0,0.0,-0.079
-4491.675284,-0.001,-0.1,0.06,0.01,-0.05
-8912.076677,-0.001,-0.1,0.1,0.01,-0.01
-1339.191853,-0.000318,-0.032,0.1,0.01,0.058
-14280.271297,-0.001,-0.1,0.06,0.01,-0.05
-11728.239032,-0.001,-0.1,0.1,0.01,-0.01
-14260.927937,-0.001,-0.1,0.1,0.01,-0.01
-5741.981848,-0.001,-0.1,0.061,0.01,-0.049
-2374.265896,-0.000557,-0.056,0.029,0.01,-0.037
-10034.877289,-0.001,-0.1,0.099,0.01,-0.011
-16688.263988,-0.001,-0.1,0.069,0.01,-0.041
-3348.911042,-0.00078,-0.078,0.018,0.01,-0.07
-7437.209503,-0.001,-0.1,0.065,0.01,-0.045
-6101.908236,-0.001,-0.1,0.072,0.01,-0.038
-15481.55346,-0.001,-0.1,0.1,0.01,-0.01
3876.961458,0.000897,0.09,0.0,0.0,0.09
-819.858122,-0.00019,-0.019,0.011,0.01,-0.018
-4968.296872,-0.001,-0.1,0.055,0.01,-0.055
-5623.198727,-0.001,-0.1,0.041,0.01,-0.069
-2616.107014,-0.000603,-0.06,0.0,0.0,-0.06
-7111.32651,-0.001,-0.1,0.095,0.01,-0.015
1826.416127,0.000421,0.042,0.067,0.01,0.099
-3520.484043,-0.00081,-0.081,0.008,0.01,-0.083
-7826.795967,-0.001,-0.1,0.1,0.01,-0.01
-13062.347234,-0.001,-0.1,0.06,0.01,-0.05
-7258.667384,-0.001,-0.1,0.038,0.01,-0.072
-7446.492207,-0.001,-0.1,0.08,0.01,-0.03
-14595.570438,-0.001,-0.1,0.1,0.01,-0.01
-2348.456063,-0.000534,-0.053,0.1,0.01,0.037
-16488.911225,-0.001,-0.1,0.028,0.01,-0.082
-4679.960007,-0.001,-0.1,0.069,0.01,-0.041
-450.484685,-0.000102,-0.01,0.033,0.01,0.013
-10013.935316,-0.001,-0.1,0.1,0.01,-0.01
-17450.601826,-0.001,-0.1,0.1,0.01,-0.01
-11872.112681,-0.001,-0.1,0.1,0.01,-0.01
-9406.758595,-0.001,-0.1,0.062,0.01,-0.048
-2871.572169,-0.000642,-0.064,0.042,0.01,-0.032
-6033.642766,-0.001,-0.1,0.1,0.01,-0.01
-4605.941566,-0.001,-0.1,0.096,0.01,-0.014
-5590.01346,-0.001,-0.1,0.0,0.0,-0.1
-6482.401174,-0.001,-0.1,0.086,0.01,-0.024
-3684.336103,-0.000819,-0.082,0.05,0.01,-0.042
-14099.572064,-0.001,-0.1,0.1,0.01,-0.01
-7094.216464,-0.001,-0.1,0.083,0.01,-0.027
-8605.781766,-0.001,-0.1,0.056,0.01,-0.054
-3284.579009,-0.000725,-0.073,0.055,0.01,-0.028
808.963592,0.000179,0.018,0.0,0.0,0.018
-4688.902309,-0.001,-0.1,0.063,0.01,-0.047
-5396.532251,-0.001,-0.1,0.1,0.01,-0.01
-13754.411613,-0.001,-0.1,0.1,0.01,-0.01
7493.17046,0.001,0.1,0.1,0.01,0.19
1223.188244,0.000269,0.027,0.1,0.01,0.117
-11082.65806,-0.001,-0.1,0.1,0.01,-0.01
-21224.064089,-0.001,-0.1,0.038,0.01,-0.072
-7350.661587,-0.001,-0.1,0.072,0.01,-0.038
-8907.546526,-0.001,-0.1,0.083,0.01,-0.027
-1250.793764,-0.000272,-0.027,0.0,0.0,-0.027
-4498.438951,-0.000978,-0.098,0.06,0.01,-0.048
-13236.811351,-0.001,-0.1,0.092,0.01,-0.018
-10803.487353,-0.001,-0.1,0.1,0.01,-0.01
-4273.73352,-0.000924,-0.092,0.064,0.01,-0.038
-1127.388081,-0.000244,-0.024,0.082,0.01,0.048
-4655.879111,-0.001,-0.1,0.011,0.01,-0.099
-8010.102683,-0.001,-0.1,0.1,0.01,-0.01
-6757.658404,-0.001,-0.1,0.025,0.01,-0.085
-8492.894866,-0.001,-0.1,0.1,0.01,-0.01
-12255.783431,-0.001,-0.1,0.088,0.01,-0.022
-9335.540377,-0.001,-0.1,0.1,0.01,-0.01
-9805.583782,-0.001,-0.1,0.028,0.01,-0.082
-8917.732455,-0.001,-0.1,0.1,0.01,-0.01
-12347.845744,-0.001,-0.1,0.063,0.01,-0.047
-7591.136367,-0.001,-0.1,0.09,0.01,-0.02
-6613.431096,-0.001,-0.1,0.035,0.01,-0.075
-4463.085714,-0.000944,-0.094,0.03,0.01,-0.074
-7551.389017,-0.001,-0.1,0.05,0.01,-0.06
1379.176514,0.000291,0.029,0.037,0.01,0.056
-7469.661577,-0.001,-0.1,0.048,0.01,-0.062
-1116.097241,-0.000235,-0.024,0.023,0.01,-0.011
-9491.526289,-0.001,-0.1,0.081,0.01,-0.029
-6963.562083,-0.001,-0.1,0.058,0.01,-0.052
-5010.032865,-0.001,-0.1,0.014,0.01,-0.096
-1326.31165,-0.000278,-0.028,0.022,0.01,-0.016
-6651.9291,-0.001,-0.1,0.086,0.01,-0.024
-6941.405822,-0.001,-0.1,0.1,0.01,-0.01
-17592.996822,-0.001,-0.1,0.053,0.01,-0.057
-12567.228366,-0.001,-0.1,0.1,0.01,-0.01
-2782.029828,-0.000578,-0.058,0.055,0.01,-0.012
-4735.769474,-0.000983,-0.098,0.0,0.0,-0.098
-1987.727792,-0.000413,-0.041,0.027,0.01,-0.025
-6720.559168,-0.001,-0.1,0.063,0.01,-0.047
-12121.690221,-0.001,-0.1,0.1,0.01,-0.01
-14295.125087,-0.001,-0.1,0.044,0.01,-0.066
-9237.602965,-0.001,-0.1,0.074,0.01,-0.036
-10707.332723,-0.001,-0.1,0.083,0.01,-0.027
-13079.006617,-0.001,-0.1,0.1,0.01,-0.01
-9334.344568,-0.001,-0.1,0.011,0.01,-0.099
-8264.74477,-0.001,-0.1,0.1,0.01,-0.01
-1792.301704,-0.000366,-0.037,0.1,0.01,0.053
-6666.314675,-0.001,-0.1,0.1,0.01,-0.01
5372.076166,0.001,0.1,0.1,0.01,0.19
-8024.367842,-0.001,-0.1,0.0,0.0,-0.1
-7457.309905,-0.001,-0.1,0.1,0.01,-0.01
-1538.409682,-0.000313,-0.031,0.1,0.01,0.059
-8854.439091,-0.001,-0.1,0.074,0.01,-0.036
-5977.349004,-0.001,-0.1,0.093,0.01,-0.017
-3145.130857,-0.000637,-0.064,0.037,0.01,-0.036
-3149.234044,-0.000637,-0.064,0.022,0.01,-0.052
-2136.458518,-0.000432,-0.043,0.022,0.01,-0.031
-8265.849368,-0.001,-0.1,0.081,0.01,-0.029
-8643.189615,-0.001,-0.1,0.1,0.01,-0.01
-19343.751811,-0.001,-0.1,0.099,0.01,-0.011
-17473.441762,-0.001,-0.1,0.066,0.01,-0.044
-12670.388328,-0.001,-0.1,0.1,0.01,-0.01
-2953.212201,-0.000589,-0.059,0.059,0.01,-0.01
-15428.124382,-0.001,-0.1,0.1,0.01,-0.01
10320.438391,0.001,0.1,0.1,0.01,0.19
-19135.036275,-0.001,-0.1,0.078,0.01,-0.032
-9089.926859,-0.001,-0.1,0.059,0.01,-0.051
-4344.579451,-0.00086,-0.086,0.015,0.01,-0.081
-8577.898477,-0.001,-0.1,0.1,0.01,-0.01
-12541.336758,-0.001,-0.1,0.075,0.01,-0.035
-6343.609229,-0.001,-0.1,0.037,0.01,-0.073
-3156.289931,-0.000621,-0.062,0.045,0.01,-0.027
-8277.878606,-0.001,-0.1,0.085,0.01,-0.025
-11010.498591,-0.001,-0.1,0.1,0.01,-0.01
-10597.994887,-0.001,-0.1,0.1,0.01,-0.01
-7057.708078,-0.001,-0.1,0.024,0.01,-0.086
-3212.323724,-0.000627,-0.063,0.022,0.01,-0.051
-9802.092904,-0.001,-0.1,0.092,0.01,-0.018
-10733.689863,-0.001,-0.1,0.0,0.0,-0.1
-3984.853266,-0.000774,-0.077,0.054,0.01,-0.034
-9630.53561,-0.001,-0.1,0.1,0.01,-0.01
-9003.698519,-0.001,-0.1,0.042,0.01,-0.068
-9561.878899,-0.001,-0.1,0.1,0.01,-0.01
-10655.518438,-0.001,-0.1,0.1,0.01,-0.01
-6930.102854,-0.001,-0.1,0.063,0.01,-0.047
-3268.854793,-0.000629,-0.063,0.035,0.01,-0.038
-2656.016653,-0.000511,-0.051,0.017,0.01,-0.044
-9084.298141,-0.001,-0.1,0.1,0.01,-0.01
-8945.817952,-0.001,-0.1,0.027,0.01,-0.083
-8889.427368,-0.001,-0.1,0.072,0.01,-0.038
-7307.364017,-0.001,-0.1,0.1,0.01,-0.01
-8169.422827,-0.001,-0.1,0.012,0.01,-0.098
-5335.509361,-0.001,-0.1,0.062,0.01,-0.048
-7845.739454,-0.001,-0.1,0.024,0.01,-0.086
-6645.836516,-0.001,-0.1,0.1,0.01,-0.01
-16054.763293,-0.001,-0.1,0.082,0.01,-0.028
-923.469555,-0.000175,-0.017,0.058,0.01,0.031
-6578.211597,-0.001,-0.1,0.0,0.0,-0.1
-7416.686466,-0.001,-0.1,0.1,0.01,-0.01
-4813.975899,-0.000909,-0.091,0.0,0.0,-0.091
-7415.773892,-0.001,-0.1,0.1,0.01,-0.01
-5611.441214,-0.001,-0.1,0.057,0.01,-0.053
-10787.759445,-0.001,-0.1,0.1,0.01,-0.01
-16068.374002,-0.001,-0.1,0.1,0.01,-0.01
-15341.355508,-0.001,-0.1,0.1,0.01,-0.01
307.03859,5.7e-05,0.006,0.023,0.01,0.019
-3806.053055,-0.000711,-0.071,0.022,0.01,-0.059
-3193.486078,-0.000596,-0.06,0.009,0.01,-0.061
-2599.285873,-0.000485,-0.048,0.024,0.01,-0.035
-6655.042245,-0.001,-0.1,0.091,0.01,-0.019
-16093.604169,-0.001,-0.1,0.1,0.01,-0.01
1875.931304,0.000349,0.035,0.083,0.01,0.108
-13504.764008,-0.001,-0.1,0.1,0.01,-0.01
-6642.83547,-0.001,-0.1,0.035,0.01,-0.075
-2253.220795,-0.000417,-0.042,0.027,0.01,-0.025
-7404.131272,-0.001,-0.1,0.095,0.01,-0.015
-14737.302904,-0.001,-0.1,0.1,0.01,-0.01
-12500.194402,-0.001,-0.1,0.094,0.01,-0.016
-23977.006758,-0.001,-0.1,0.1,0.01,-0.01
-7693.157831,-0.001,-0.1,0.031,0.01,-0.079
-6350.513299,-0.001,-0.1,0.089,0.01,-0.021
-12211.191913,-0.001,-0.1,0.064,0.01,-0.046
-10471.18586,-0.001,-0.1,0.1,0.01,-0.01
1800.704327,0.000328,0.033,0.027,0.01,0.05
-7316.771777,-0.001,-0.1,0.092,0.01,-0.018
-20236.289042,-0.001,-0.1,0.1,0.01,-0.01
-2049.306444,-0.000371,-0.037,0.008,0.01,-0.039
-621.966063,-0.000113,-0.011,0.0,0.0,-0.011
-7441.76268,-0.001,-0.1,0.1,0.01,-0.01
4823.405136,0.000872,0.087,0.1,0.01,0.177
-9329.217465,-0.001,-0.1,0.1,0.01,-0.01
-3019.462071,-0.000545,-0.054,0.079,0.01,0.014
-7586.865284,-0.001,-0.1,0.088,0.01,-0.022
-5006.551952,-0.000901,-0.09,0.023,0.01,-0.077
-1241.577923,-0.000223,-0.022,0.0,0.0,-0.022
-7438.736969,-0.001,-0.1,0.1,0.01,-0.01
-7727.812666,-0.001,-0.1,0.049,0.01,-0.061
-6187.151222,-0.001,-0.1,0.094,0.01,-0.016
-13879.068147,-0.001,-0.1,0.1,0.01,-0.01
-10637.215731,-0.001,-0.1,0.036,0.01,-0.074
-5418.004206,-0.000966,-0.097,0.036,0.01,-0.071
-3685.165349,-0.000657,-0.066,0.0,0.0,-0.066
-7455.905861,-0.001,-0.1,0.1,0.01,-0.01
-3612.971123,-0.000643,-0.064,0.012,0.01,-0.062
-1396.655245,-0.000248,-0.025,0.01,0.01,-0.025
-584.770438,-0.000104,-0.01,0.012,0.01,-0.008
-5525.781961,-0.000981,-0.098,0.07,0.01,-0.039
-7808.152582,-0.001,-0.1,0.049,0.01,-0.061
-9214.033776,-0.001,-0.1,0.1,0.01,-0.01
-1505.200416,-0.000266,-0.027,0.039,0.01,0.002
-5206.78781,-0.000921,-0.092,0.016,0.01,-0.086
-6053.825139,-0.001,-0.1,0.059,0.01,-0.051
-3719.311721,-0.000657,-0.066,0.009,0.01,-0.067
-8194.777162,-0.001,-0.1,0.1,0.01,-0.01
-10802.107398,-0.001,-0.1,0.077,0.01,-0.033
-9005.064341,-0.001,-0.1,0.068,0.01,-0.042
-7663.316426,-0.001,-0.1,0.1,0.01,-0.01
-7277.013375,-0.001,-0.1,0.065,0.01,-0.045
-5689.532596,-0.000996,-0.1,0.029,0.01,-0.081
-6407.522441,-0.001,-0.1,0.076,0.01,-0.034
-11275.326853,-0.001,-0.1,0.079,0.01,-0.031
-12567.104864,-0.001,-0.1,0.1,0.01,-0.01
-13508.941947,-0.001,-0.1,0.1,0.01,-0.01
-14464.868186,-0.001,-0.1,0.096,0.01,-0.014
-13170.654864,-0.001,-0.1,0.033,0.01,-0.077
-10522.185118,-0.001,-0.1,0.1,0.01,-0.01
-11293.130718,-0.001,-0.1,0.073,0.01,-0.037
-6286.71712,-0.001,-0.1,0.015,0.01,-0.095
-5420.100646,-0.000932,-0.093,0.049,0.01,-0.055
-7682.353986,-0.001,-0.1,0.077,0.01,-0.033
-1845.399636,-0.000317,-0.032,0.026,0.01,-0.015
-8129.741066,-0.001,-0.1,0.066,0.01,-0.044
-9834.80931,-0.001,-0.1,0.1,0.01,-0.01
-1239.348053,-0.000212,-0.021,0.009,0.01,-0.022
-3717.130669,-0.000635,-0.064,0.044,0.01,-0.029
-7843.363207,-0.001,-0.1,0.044,0.01,-0.066
-10797.19447,-0.001,-0.1,0.1,0.01,-0.01
-4055.732173,-0.000691,-0.069,0.081,0.01,0.002
3751.748531,0.000639,0.064,0.02,0.01,0.074
-4902.432035,-0.000835,-0.083,0.047,0.01,-0.046
-2555.982452,-0.000435,-0.043,0.017,0.01,-0.037
-3443.169051,-0.000586,-0.059,0.051,0.01,-0.018
-1708.220033,-0.00029,-0.029,0.042,0.01,0.003
-4727.108942,-0.000803,-0.08,0.02,0.01,-0.07
-1420.534447,-0.000241,-0.024,0.0,0.0,-0.024
-5785.800085,-0.000982,-0.098,0.077,0.01,-0.031
-5451.866383,-0.000924,-0.092,0.091,0.01,-0.012
-2627.691355,-0.000445,-0.045,0.03,0.01,-0.024
-10489.508283,-0.001,-0.1,0.1,0.01,-0.01
3823.633638,0.000647,0.065,0.1,0.01,0.155
-7113.943288,-0.001,-0.1,0.031,0.01,-0.079
-6544.677708,-0.001,-0.1,0.062,0.01,-0.048
-5743.571174,-0.000969,-0.097,0.1,0.01,-0.007
-5522.897643,-0.000931,-0.093,0.074,0.01,-0.029
-6352.330218,-0.001,-0.1,0.084,0.01,-0.026
-10769.881047,-0.001,-0.1,0.1,0.01,-0.01
-7226.166812,-0.001,-0.1,0.033,0.01,-0.077
-8023.350443,-0.001,-0.1,0.1,0.01,-0.01
-5598.86151,-0.000938,-0.094,0.1,0.01,-0.004
1904.88416,0.000319,0.032,0.1,0.01,0.122
-6731.656362,-0.001,-0.1,0.034,0.01,-0.076
-10043.035822,-0.001,-0.1,0.1,0.01,-0.01
-13914.158214,-0.001,-0.1,0.1,0.01,-0.01
12246.780077,0.001,0.1,0.1,0.01,0.19
-14473.068496,-0.001,-0.1,0.084,0.01,-0.026
-9458.225725,-0.001,-0.1,0.1,0.01,-0.01
-15587.624581,-0.001,-0.1,0.1,0.01,-0.01
-3912.726931,-0.000649,-0.065,0.023,0.01,-0.052
-5475.5074,-0.000907,-0.091,0.068,0.01,-0.033
-14883.62932,-0.001,-0.1,0.1,0.01,-0.01
-16215.732982,-0.001,-0.1,0.055,0.01,-0.055
-10094.382378,-0.001,-0.1,0.077,0.01,-0.033
-11858.630197,-0.001,-0.1,0.064,0.01,-0.046
-5899.639995,-0.000968,-0.097,0.016,0.01,-0.091
-6237.273531,-0.001,-0.1,0.079,0.01,-0.031
-13905.393242,-0.001,-0.1,0.1,0.01,-0.01
-8279.028607,-0.001,-0.1,0.057,0.01,-0.053
-14679.386956,-0.001,-0.1,0.1,0.01,-0.01
